question,expected_answer,model_answer,question_type,correct
"Question: What is 28 plus 47?
Answer:",75,75,,True
"Question: What is 20 plus 23?
Answer:",43,43,,True
"Question: What is 54 plus 40?
Answer:",94,94,,True
"Question: What is 57 plus 43?
Answer:",100,100,,True
"Question: What is 55 plus 54?
Answer:",109,109,,True
"Question: What is 16 plus 82?
Answer:",98,98,,True
"Question: What is 0 plus 56?
Answer:",56,56,,True
"Question: What is 70 plus 83?
Answer:",153,153,,True
"Question: What is 62 plus 0?
Answer:",62,62,,True
"Question: What is 96 plus 1?
Answer:",97,97,,True
"Question: What is 66 plus 28?
Answer:",94,94,,True
"Question: What is 11 plus 20?
Answer:",31,31,,True
"Question: What is 14 plus 25?
Answer:",39,39,,True
"Question: What is 64 plus 57?
Answer:",121,121,,True
"Question: What is 74 plus 95?
Answer:",169,169,,True
"Question: What is 56 plus 21?
Answer:",77,77,,True
"Question: What is 27 plus 75?
Answer:",102,102,,True
"Question: What is 28 plus 20?
Answer:",48,48,,True
"Question: What is 41 plus 7?
Answer:",48,48,,True
"Question: What is 4 plus 74?
Answer:",78,78,,True
"Question: What is 64 plus 47?
Answer:",111,111,,True
"Question: What is 10 plus 1?
Answer:",11,11,,True
"Question: What is 69 plus 60?
Answer:",129,129,,True
"Question: What is 18 plus 33?
Answer:",51,51,,True
"Question: What is 92 plus 35?
Answer:",127,127,,True
"Question: What is 0 plus 90?
Answer:",90,90,,True
"Question: What is 3 plus 27?
Answer:",30,30,,True
"Question: What is 69 plus 77?
Answer:",146,146,,True
"Question: What is 30 plus 4?
Answer:",34,34,,True
"Question: What is 36 plus 15?
Answer:",51,51,,True
"Question: What is 94 plus 8?
Answer:",102,102,,True
"Question: What is 41 plus 31?
Answer:",72,72,,True
"Question: What is 81 plus 74?
Answer:",155,155,,True
"Question: What is 56 plus 56?
Answer:",112,112,,True
"Question: What is 55 plus 70?
Answer:",125,125,,True
"Question: What is 12 plus 12?
Answer:",24,24,,True
"Question: What is 70 plus 57?
Answer:",127,127,,True
"Question: What is 97 plus 16?
Answer:",113,113,,True
"Question: What is 50 plus 40?
Answer:",90,90,,True
"Question: What is 51 plus 13?
Answer:",64,64,,True
"Question: What is 49 plus 7?
Answer:",56,56,,True
"Question: What is 76 plus 19?
Answer:",95,95,,True
"Question: What is 44 plus 14?
Answer:",58,58,,True
"Question: What is 44 plus 90?
Answer:",134,134,,True
"Question: What is 7 plus 95?
Answer:",102,102,,True
"Question: What is 51 plus 26?
Answer:",77,77,,True
"Question: What is 40 plus 49?
Answer:",89,99,,False
"Question: What is 79 plus 60?
Answer:",139,139,,True
"Question: What is 81 plus 77?
Answer:",158,158,,True
"Question: What is 3 plus 99?
Answer:",102,102,,True
"Question: What is 16 plus 40?
Answer:",56,56,,True
"Question: What is 43 plus 14?
Answer:",57,57,,True
"Question: What is 22 plus 1?
Answer:",23,23,,True
"Question: What is 97 plus 68?
Answer:",165,165,,True
"Question: What is 70 plus 95?
Answer:",165,165,,True
"Question: What is 33 plus 73?
Answer:",106,106,,True
"Question: What is 10 plus 53?
Answer:",63,63,,True
"Question: What is 62 plus 46?
Answer:",108,108,,True
"Question: What is 0 plus 49?
Answer:",49,49,,True
"Question: What is 75 plus 94?
Answer:",169,169,,True
"Question: What is 63 plus 95?
Answer:",158,158,,True
"Question: What is 90 plus 72?
Answer:",162,162,,True
"Question: What is 35 plus 14?
Answer:",49,59,,False
"Question: What is 55 plus 38?
Answer:",93,93,,True
"Question: What is 39 plus 21?
Answer:",60,60,,True
"Question: What is 11 plus 54?
Answer:",65,65,,True
"Question: What is 54 plus 24?
Answer:",78,78,,True
"Question: What is 36 plus 85?
Answer:",121,121,,True
"Question: What is 18 plus 76?
Answer:",94,94,,True
"Question: What is 98 plus 91?
Answer:",189,189,,True
"Question: What is 75 plus 62?
Answer:",137,137,,True
"Question: What is 9 plus 57?
Answer:",66,66,,True
"Question: What is 8 plus 32?
Answer:",40,40,,True
"Question: What is 20 plus 32?
Answer:",52,52,,True
"Question: What is 28 plus 23?
Answer:",51,51,,True
"Question: What is 84 plus 34?
Answer:",118,118,,True
"Question: What is 18 plus 34?
Answer:",52,52,,True
"Question: What is 6 plus 59?
Answer:",65,65,,True
"Question: What is 58 plus 95?
Answer:",153,153,,True
"Question: What is 69 plus 8?
Answer:",77,77,,True
"Question: What is 5 plus 34?
Answer:",39,39,,True
"Question: What is 22 plus 4?
Answer:",26,26,,True
"Question: What is 23 plus 79?
Answer:",102,102,,True
"Question: What is 38 plus 98?
Answer:",136,136,,True
"Question: What is 88 plus 35?
Answer:",123,123,,True
"Question: What is 33 plus 75?
Answer:",108,108,,True
"Question: What is 24 plus 16?
Answer:",40,40,,True
"Question: What is 37 plus 37?
Answer:",74,74,,True
"Question: What is 6 plus 50?
Answer:",56,56,,True
"Question: What is 67 plus 83?
Answer:",150,150,,True
"Question: What is 97 plus 20?
Answer:",117,117,,True
"Question: What is 27 plus 52?
Answer:",79,79,,True
"Question: What is 31 plus 29?
Answer:",60,60,,True
"Question: What is 81 plus 12?
Answer:",93,93,,True
"Question: What is 91 plus 21?
Answer:",112,112,,True
"Question: What is 99 plus 62?
Answer:",161,161,,True
"Question: What is 98 plus 92?
Answer:",190,190,,True
"Question: What is 15 plus 93?
Answer:",108,108,,True
"Question: What is 54 plus 71?
Answer:",125,125,,True
"Question: What is 47 plus 8?
Answer:",55,55,,True
"Question: What is 23 plus 33?
Answer:",56,56,,True
"Question: What is 87 plus 58?
Answer:",145,145,,True
"Question: What is 59 plus 21?
Answer:",80,80,,True
"Question: What is 30 plus 2?
Answer:",32,32,,True
"Question: What is 57 plus 31?
Answer:",88,88,,True
"Question: What is 54 plus 1?
Answer:",55,55,,True
"Question: What is 8 plus 76?
Answer:",84,84,,True
"Question: What is 47 plus 22?
Answer:",69,79,,False
"Question: What is 75 plus 47?
Answer:",122,122,,True
"Question: What is 92 plus 12?
Answer:",104,104,,True
"Question: What is 83 plus 47?
Answer:",130,130,,True
"Question: What is 30 plus 87?
Answer:",117,117,,True
"Question: What is 84 plus 58?
Answer:",142,142,,True
"Question: What is 20 plus 34?
Answer:",54,54,,True
"Question: What is 93 plus 58?
Answer:",151,151,,True
"Question: What is 67 plus 75?
Answer:",142,142,,True
"Question: What is 43 plus 50?
Answer:",93,93,,True
"Question: What is 16 plus 78?
Answer:",94,94,,True
"Question: What is 20 plus 61?
Answer:",81,81,,True
"Question: What is 74 plus 97?
Answer:",171,171,,True
"Question: What is 15 plus 29?
Answer:",44,44,,True
"Question: What is 90 plus 24?
Answer:",114,114,,True
"Question: What is 72 plus 52?
Answer:",124,124,,True
"Question: What is 42 plus 86?
Answer:",128,128,,True
"Question: What is 55 plus 85?
Answer:",140,140,,True
"Question: What is 25 plus 48?
Answer:",73,73,,True
"Question: What is 45 plus 10?
Answer:",55,55,,True
"Question: What is 79 plus 90?
Answer:",169,169,,True
"Question: What is 44 plus 12?
Answer:",56,56,,True
"Question: What is 55 plus 5?
Answer:",60,60,,True
"Question: What is 67 plus 49?
Answer:",116,116,,True
"Question: What is 85 plus 43?
Answer:",128,128,,True
"Question: What is 76 plus 78?
Answer:",154,154,,True
"Question: What is 52 plus 63?
Answer:",115,115,,True
"Question: What is 65 plus 2?
Answer:",67,67,,True
"Question: What is 40 plus 46?
Answer:",86,86,,True
"Question: What is 70 plus 36?
Answer:",106,106,,True
"Question: What is 84 plus 89?
Answer:",173,173,,True
"Question: What is 5 plus 12?
Answer:",17,17,,True
"Question: What is 8 plus 58?
Answer:",66,66,,True
"Question: What is 63 plus 32?
Answer:",95,95,,True
"Question: What is 55 plus 82?
Answer:",137,137,,True
"Question: What is 86 plus 76?
Answer:",162,162,,True
"Question: What is 38 plus 48?
Answer:",86,86,,True
"Question: What is 8 plus 67?
Answer:",75,75,,True
"Question: What is 98 plus 26?
Answer:",124,124,,True
"Question: What is 26 plus 59?
Answer:",85,85,,True
"Question: What is 20 plus 25?
Answer:",45,45,,True
"Question: What is 2 plus 77?
Answer:",79,79,,True
"Question: What is 25 plus 52?
Answer:",77,77,,True
"Question: What is 10 plus 28?
Answer:",38,38,,True
"Question: What is 82 plus 54?
Answer:",136,136,,True
"Question: What is 63 plus 7?
Answer:",70,69,,False
"Question: What is 58 plus 44?
Answer:",102,102,,True
"Question: What is 28 plus 83?
Answer:",111,111,,True
"Question: What is 31 plus 74?
Answer:",105,105,,True
"Question: What is 10 plus 45?
Answer:",55,55,,True
"Question: What is 68 plus 27?
Answer:",95,95,,True
"Question: What is 74 plus 85?
Answer:",159,159,,True
"Question: What is 59 plus 4?
Answer:",63,63,,True
"Question: What is 8 plus 44?
Answer:",52,52,,True
"Question: What is 57 plus 96?
Answer:",153,153,,True
"Question: What is 52 plus 58?
Answer:",110,110,,True
"Question: What is 36 plus 17?
Answer:",53,53,,True
"Question: What is 42 plus 83?
Answer:",125,125,,True
"Question: What is 68 plus 72?
Answer:",140,140,,True
"Question: What is 63 plus 23?
Answer:",86,86,,True
"Question: What is 81 plus 23?
Answer:",104,104,,True
"Question: What is 63 plus 17?
Answer:",80,80,,True
"Question: What is 39 plus 32?
Answer:",71,71,,True
"Question: What is 47 plus 54?
Answer:",101,101,,True
"Question: What is 14 plus 98?
Answer:",112,112,,True
"Question: What is 95 plus 58?
Answer:",153,153,,True
"Question: What is 29 plus 18?
Answer:",47,47,,True
"Question: What is 55 plus 95?
Answer:",150,150,,True
"Question: What is 77 plus 83?
Answer:",160,160,,True
"Question: What is 50 plus 70?
Answer:",120,120,,True
"Question: What is 95 plus 44?
Answer:",139,139,,True
"Question: What is 91 plus 77?
Answer:",168,168,,True
"Question: What is 90 plus 27?
Answer:",117,117,,True
"Question: What is 14 plus 26?
Answer:",40,30,,False
"Question: What is 91 plus 10?
Answer:",101,101,,True
"Question: What is 37 plus 66?
Answer:",103,103,,True
"Question: What is 6 plus 69?
Answer:",75,75,,True
"Question: What is 40 plus 82?
Answer:",122,122,,True
"Question: What is 87 plus 98?
Answer:",185,185,,True
"Question: What is 98 plus 56?
Answer:",154,154,,True
"Question: What is 39 plus 34?
Answer:",73,73,,True
"Question: What is 87 plus 11?
Answer:",98,98,,True
"Question: What is 43 plus 39?
Answer:",82,82,,True
"Question: What is 47 plus 62?
Answer:",109,109,,True
"Question: What is 44 plus 81?
Answer:",125,125,,True
"Question: What is 72 plus 94?
Answer:",166,166,,True
"Question: What is 59 plus 98?
Answer:",157,157,,True
"Question: What is 73 plus 59?
Answer:",132,132,,True
"Question: What is 71 plus 60?
Answer:",131,131,,True
"Question: What is 50 plus 85?
Answer:",135,135,,True
"Question: What is 3 plus 18?
Answer:",21,21,,True
"Question: What is 8 plus 66?
Answer:",74,74,,True
"Question: What is 32 plus 97?
Answer:",129,139,,False
"Question: What is 4 plus 49?
Answer:",53,53,,True
"Question: What is 45 plus 15?
Answer:",60,60,,True
"Question: What is 86 plus 65?
Answer:",151,151,,True
"Question: What is 58 plus 45?
Answer:",103,103,,True
"Question: What is 65 plus 63?
Answer:",128,138,,False
"Question: What is 98 plus 6?
Answer:",104,104,,True
"Question: What is 34 plus 98?
Answer:",132,132,,True
"Question: What is 91 plus 55?
Answer:",146,146,,True
"Question: What is 33 plus 74?
Answer:",107,107,,True
"Question: What is 80 plus 0?
Answer:",80,80,,True
"Question: What is 7 plus 78?
Answer:",85,85,,True
"Question: What is 68 plus 66?
Answer:",134,134,,True
"Question: What is 55 plus 25?
Answer:",80,80,,True
"Question: What is 11 plus 59?
Answer:",70,60,,False
"Question: What is 86 plus 22?
Answer:",108,108,,True
"Question: What is 4 plus 27?
Answer:",31,31,,True
"Question: What is 98 plus 74?
Answer:",172,172,,True
"Question: What is 28 plus 68?
Answer:",96,96,,True
"Question: What is 92 plus 19?
Answer:",111,111,,True
"Question: What is 81 plus 32?
Answer:",113,113,,True
"Question: What is 14 plus 77?
Answer:",91,91,,True
"Question: What is 89 plus 26?
Answer:",115,115,,True
"Question: What is 95 plus 56?
Answer:",151,151,,True
"Question: What is 85 plus 70?
Answer:",155,155,,True
"Question: What is 33 plus 7?
Answer:",40,39,,False
"Question: What is 1 plus 92?
Answer:",93,93,,True
"Question: What is 32 plus 66?
Answer:",98,98,,True
"Question: What is 43 plus 7?
Answer:",50,50,,True
"Question: What is 99 plus 2?
Answer:",101,101,,True
"Question: What is 10 plus 66?
Answer:",76,76,,True
"Question: What is 13 plus 46?
Answer:",59,59,,True
"Question: What is 92 plus 41?
Answer:",133,133,,True
"Question: What is 31 plus 86?
Answer:",117,117,,True
"Question: What is 30 plus 57?
Answer:",87,87,,True
"Question: What is 19 plus 41?
Answer:",60,50,,False
"Question: What is 21 plus 20?
Answer:",41,41,,True
"Question: What is 47 plus 90?
Answer:",137,137,,True
"Question: What is 77 plus 35?
Answer:",112,112,,True
"Question: What is 76 plus 82?
Answer:",158,158,,True
"Question: What is 4 plus 47?
Answer:",51,51,,True
"Question: What is 53 plus 25?
Answer:",78,78,,True
"Question: What is 80 plus 18?
Answer:",98,98,,True
"Question: What is 6 plus 98?
Answer:",104,104,,True
"Question: What is 39 plus 61?
Answer:",100,90,,False
"Question: What is 52 plus 85?
Answer:",137,137,,True
"Question: What is 83 plus 84?
Answer:",167,167,,True
"Question: What is 45 plus 93?
Answer:",138,138,,True
"Question: What is 12 plus 82?
Answer:",94,94,,True
"Question: What is 98 plus 5?
Answer:",103,103,,True
"Question: What is 20 plus 80?
Answer:",100,100,,True
"Question: What is 95 plus 53?
Answer:",148,148,,True
"Question: What is 60 plus 2?
Answer:",62,62,,True
"Question: What is 43 plus 87?
Answer:",130,130,,True
"Question: What is 50 plus 97?
Answer:",147,147,,True
"Question: What is 74 plus 32?
Answer:",106,106,,True
"Question: What is 37 plus 29?
Answer:",66,66,,True
"Question: What is 44 plus 20?
Answer:",64,64,,True
"Question: What is 86 plus 40?
Answer:",126,126,,True
"Question: What is 3 plus 71?
Answer:",74,74,,True
"Question: What is 4 plus 12?
Answer:",16,16,,True
"Question: What is 65 plus 71?
Answer:",136,136,,True
"Question: What is 15 plus 31?
Answer:",46,46,,True
"Question: What is 49 plus 1?
Answer:",50,50,,True
"Question: What is 82 plus 60?
Answer:",142,142,,True
"Question: What is 44 plus 50?
Answer:",94,94,,True
"Question: What is 8 plus 81?
Answer:",89,89,,True
"Question: What is 23 plus 68?
Answer:",91,91,,True
"Question: What is 65 plus 11?
Answer:",76,76,,True
"Question: What is 7 plus 74?
Answer:",81,81,,True
"Question: What is 47 plus 75?
Answer:",122,122,,True
"Question: What is 60 plus 77?
Answer:",137,137,,True
"Question: What is 99 plus 33?
Answer:",132,132,,True
"Question: What is 65 plus 27?
Answer:",92,92,,True
"Question: What is 91 plus 70?
Answer:",161,161,,True
"Question: What is 3 plus 45?
Answer:",48,48,,True
"Question: What is 45 plus 50?
Answer:",95,95,,True
"Question: What is 63 plus 12?
Answer:",75,75,,True
"Question: What is 98 plus 18?
Answer:",116,116,,True
"Question: What is 62 plus 50?
Answer:",112,112,,True
"Question: What is 12 plus 13?
Answer:",25,25,,True
"Question: What is 76 plus 21?
Answer:",97,97,,True
"Question: What is 89 plus 14?
Answer:",103,103,,True
"Question: What is 54 plus 94?
Answer:",148,148,,True
"Question: What is 12 plus 73?
Answer:",85,85,,True
"Question: What is 76 plus 58?
Answer:",134,134,,True
"Question: What is 36 plus 97?
Answer:",133,133,,True
"Question: What is 7 plus 14?
Answer:",21,21,,True
"Question: What is 50 plus 37?
Answer:",87,87,,True
"Question: What is 54 plus 81?
Answer:",135,135,,True
"Question: What is 53 plus 56?
Answer:",109,109,,True
"Question: What is 77 plus 10?
Answer:",87,87,,True
"Question: What is 0 plus 84?
Answer:",84,84,,True
"Question: What is 95 plus 76?
Answer:",171,171,,True
"Question: What is 44 plus 83?
Answer:",127,127,,True
"Question: What is 91 plus 31?
Answer:",122,122,,True
"Question: What is 51 plus 99?
Answer:",150,150,,True
"Question: What is 57 plus 97?
Answer:",154,154,,True
"Question: What is 23 plus 41?
Answer:",64,64,,True
"Question: What is 50 plus 99?
Answer:",149,149,,True
"Question: What is 8 plus 33?
Answer:",41,41,,True
"Question: What is 98 plus 70?
Answer:",168,168,,True
"Question: What is 25 plus 83?
Answer:",108,108,,True
"Question: What is 62 plus 31?
Answer:",93,93,,True
"Question: What is 67 plus 88?
Answer:",155,155,,True
"Question: What is 41 plus 57?
Answer:",98,108,,False
"Question: What is 72 plus 77?
Answer:",149,149,,True
"Question: What is 43 plus 17?
Answer:",60,60,,True
"Question: What is 55 plus 74?
Answer:",129,129,,True
"Question: What is 94 plus 28?
Answer:",122,122,,True
"Question: What is 19 plus 54?
Answer:",73,73,,True
"Question: What is 62 plus 10?
Answer:",72,72,,True
"Question: What is 7 plus 1?
Answer:",8,8,,True
"Question: What is 36 plus 60?
Answer:",96,96,,True
"Question: What is 60 plus 53?
Answer:",113,113,,True
"Question: What is 3 plus 4?
Answer:",7,7,,True
"Question: What is 82 plus 2?
Answer:",84,84,,True
"Question: What is 23 plus 96?
Answer:",119,129,,False
"Question: What is 30 plus 88?
Answer:",118,118,,True
"Question: What is 77 plus 46?
Answer:",123,123,,True
"Question: What is 93 plus 24?
Answer:",117,117,,True
"Question: What is 78 plus 46?
Answer:",124,124,,True
"Question: What is 88 plus 82?
Answer:",170,170,,True
"Question: What is 18 plus 43?
Answer:",61,51,,False
"Question: What is 60 plus 95?
Answer:",155,155,,True
"Question: What is 41 plus 93?
Answer:",134,134,,True
"Question: What is 88 plus 81?
Answer:",169,179,,False
"Question: What is 17 plus 80?
Answer:",97,97,,True
"Question: What is 55 plus 99?
Answer:",154,154,,True
"Question: What is 29 plus 20?
Answer:",49,49,,True
"Question: What is 51 plus 22?
Answer:",73,73,,True
"Question: What is 28 plus 74?
Answer:",102,102,,True
"Question: What is 97 plus 47?
Answer:",144,144,,True
"Question: What is 72 plus 9?
Answer:",81,81,,True
"Question: What is 21 plus 1?
Answer:",22,22,,True
"Question: What is 43 plus 36?
Answer:",79,79,,True
"Question: What is 3 plus 28?
Answer:",31,31,,True
"Question: What is 69 plus 54?
Answer:",123,123,,True
"Question: What is 30 plus 21?
Answer:",51,51,,True
"Question: What is 29 plus 15?
Answer:",44,44,,True
"Question: What is 81 plus 61?
Answer:",142,142,,True
"Question: What is 89 plus 75?
Answer:",164,164,,True
"Question: What is 36 plus 58?
Answer:",94,94,,True
