question,expected_answer,model_answer,question_type,correct
"Question: What is (5 + 2) * 4?
Answer:",28,28,,True
"Question: What is (4 * 8) - 4?
Answer:",28,28,,True
"Question: What is (5 + 9) * 1?
Answer:",14,14,,True
"Question: What is (4 * 1) + 5?
Answer:",9,9,,True
"Question: What is (9 - 7) + 3?
Answer:",5,5,,True
"Question: What is (5 * 3) + 8?
Answer:",23,23,,True
"Question: What is (6 - 9) * 1?
Answer:",-3,3,,False
"Question: What is (2 - 2) + 7?
Answer:",7,14,,False
"Question: What is (7 - 1) * 2?
Answer:",12,12,,True
"Question: What is (6 * 2) + 4?
Answer:",16,16,,True
"Question: What is (1 + 6) - 1?
Answer:",6,6,,True
"Question: What is (6 * 3) - 3?
Answer:",15,15,,True
"Question: What is (1 + 9) * 4?
Answer:",40,40,,True
"Question: What is (9 - 4) + 6?
Answer:",11,11,,True
"Question: What is (3 + 1) - 5?
Answer:",-1,1,,False
"Question: What is (7 + 3) * 9?
Answer:",90,90,,True
"Question: What is (5 - 6) * 8?
Answer:",-8,8,,False
"Question: What is (7 + 5) + 4?
Answer:",16,16,,True
"Question: What is (6 + 2) - 2?
Answer:",6,6,,True
"Question: What is (4 + 3) + 4?
Answer:",11,11,,True
"Question: What is (2 + 8) * 7?
Answer:",70,70,,True
"Question: What is (5 + 5) + 5?
Answer:",15,15,,True
"Question: What is (8 + 8) * 3?
Answer:",48,48,,True
"Question: What is (2 + 1) * 3?
Answer:",9,9,,True
"Question: What is (9 * 8) * 5?
Answer:",360,720,,False
"Question: What is (5 * 2) * 1?
Answer:",10,10,,True
"Question: What is (3 + 9) + 3?
Answer:",15,15,,True
"Question: What is (3 * 7) + 6?
Answer:",27,27,,True
"Question: What is (5 - 4) * 8?
Answer:",8,8,,True
"Question: What is (2 * 7) + 1?
Answer:",15,15,,True
"Question: What is (2 + 4) - 7?
Answer:",-1,1,,False
"Question: What is (4 * 8) + 7?
Answer:",39,39,,True
"Question: What is (2 - 2) - 9?
Answer:",-9,9,,False
"Question: What is (2 - 7) + 1?
Answer:",-4,4,,False
"Question: What is (4 - 8) * 7?
Answer:",-28,28,,False
"Question: What is (8 + 7) - 6?
Answer:",9,9,,True
"Question: What is (6 * 9) * 1?
Answer:",54,54,,True
"Question: What is (9 + 5) + 3?
Answer:",17,17,,True
"Question: What is (9 + 6) + 7?
Answer:",22,22,,True
"Question: What is (6 - 8) * 4?
Answer:",-8,8,,False
"Question: What is (3 + 6) - 3?
Answer:",6,6,,True
"Question: What is (8 * 1) - 2?
Answer:",6,6,,True
"Question: What is (5 + 9) + 4?
Answer:",18,18,,True
"Question: What is (7 + 5) + 3?
Answer:",15,15,,True
"Question: What is (7 * 2) - 6?
Answer:",8,8,,True
"Question: What is (3 + 4) + 9?
Answer:",16,20,,False
"Question: What is (2 - 3) - 9?
Answer:",-10,3,,False
"Question: What is (9 + 2) - 6?
Answer:",5,5,,True
"Question: What is (4 - 5) + 2?
Answer:",1,1,,True
"Question: What is (5 - 1) * 5?
Answer:",20,20,,True
"Question: What is (4 + 9) * 7?
Answer:",91,91,,True
"Question: What is (9 * 9) - 8?
Answer:",73,73,,True
"Question: What is (5 - 2) - 9?
Answer:",-6,6,,False
"Question: What is (8 * 3) - 2?
Answer:",22,22,,True
"Question: What is (7 - 4) - 4?
Answer:",-1,1,,False
"Question: What is (9 + 9) + 1?
Answer:",19,19,,True
"Question: What is (3 - 8) * 4?
Answer:",-20,20,,False
"Question: What is (9 * 6) + 4?
Answer:",58,58,,True
"Question: What is (5 - 2) - 1?
Answer:",2,2,,True
"Question: What is (7 + 4) + 7?
Answer:",18,18,,True
"Question: What is (3 - 8) + 6?
Answer:",1,1,,True
"Question: What is (4 * 2) + 1?
Answer:",9,9,,True
"Question: What is (9 + 2) - 7?
Answer:",4,4,,True
"Question: What is (9 - 7) * 1?
Answer:",2,2,,True
"Question: What is (3 + 8) + 7?
Answer:",18,18,,True
"Question: What is (1 + 4) - 6?
Answer:",-1,1,,False
"Question: What is (2 * 3) - 9?
Answer:",-3,3,,False
"Question: What is (7 + 7) + 9?
Answer:",23,16,,False
"Question: What is (5 + 9) + 3?
Answer:",17,17,,True
"Question: What is (1 * 5) - 6?
Answer:",-1,1,,False
"Question: What is (9 * 5) * 2?
Answer:",90,90,,True
"Question: What is (6 - 4) + 1?
Answer:",3,3,,True
"Question: What is (7 * 3) + 6?
Answer:",27,27,,True
"Question: What is (5 * 7) * 1?
Answer:",35,35,,True
"Question: What is (4 - 2) + 8?
Answer:",10,10,,True
"Question: What is (1 * 5) * 7?
Answer:",35,35,,True
"Question: What is (5 + 4) * 8?
Answer:",72,72,,True
"Question: What is (3 + 1) + 5?
Answer:",9,9,,True
"Question: What is (9 - 3) + 7?
Answer:",13,13,,True
"Question: What is (8 + 6) + 4?
Answer:",18,18,,True
"Question: What is (6 * 3) + 5?
Answer:",23,23,,True
"Question: What is (2 * 1) + 3?
Answer:",5,5,,True
"Question: What is (4 - 9) - 9?
Answer:",-14,14,,False
"Question: What is (9 * 6) + 2?
Answer:",56,56,,True
"Question: What is (6 + 7) * 3?
Answer:",39,39,,True
"Question: What is (9 * 7) + 4?
Answer:",67,67,,True
"Question: What is (5 - 6) * 4?
Answer:",-4,4,,False
"Question: What is (2 - 9) - 7?
Answer:",-14,9,,False
"Question: What is (7 * 9) - 5?
Answer:",58,58,,True
"Question: What is (6 + 1) - 8?
Answer:",-1,1,,False
"Question: What is (8 + 7) - 8?
Answer:",7,7,,True
"Question: What is (7 + 6) - 9?
Answer:",4,4,,True
"Question: What is (2 + 6) * 9?
Answer:",72,72,,True
"Question: What is (1 * 4) + 6?
Answer:",10,10,,True
"Question: What is (7 + 7) * 1?
Answer:",14,14,,True
"Question: What is (5 * 7) * 7?
Answer:",245,245,,True
"Question: What is (9 * 7) + 8?
Answer:",71,71,,True
"Question: What is (5 * 1) + 6?
Answer:",11,11,,True
"Question: What is (6 * 8) + 7?
Answer:",55,55,,True
"Question: What is (9 * 7) * 6?
Answer:",378,378,,True
"Question: What is (1 * 5) + 5?
Answer:",10,10,,True
"Question: What is (1 * 4) * 9?
Answer:",36,36,,True
"Question: What is (5 + 2) + 9?
Answer:",16,16,,True
"Question: What is (6 - 5) * 3?
Answer:",3,3,,True
"Question: What is (1 * 3) - 2?
Answer:",1,1,,True
"Question: What is (8 - 1) * 7?
Answer:",49,49,,True
"Question: What is (7 * 7) + 5?
Answer:",54,54,,True
"Question: What is (5 + 8) * 9?
Answer:",117,117,,True
"Question: What is (1 - 8) - 3?
Answer:",-10,10,,False
"Question: What is (1 + 4) + 4?
Answer:",9,9,,True
"Question: What is (5 + 1) + 5?
Answer:",11,11,,True
"Question: What is (5 * 2) - 2?
Answer:",8,8,,True
"Question: What is (9 * 4) - 2?
Answer:",34,34,,True
"Question: What is (1 - 7) * 8?
Answer:",-48,48,,False
"Question: What is (4 - 5) * 3?
Answer:",-3,11,,False
"Question: What is (2 - 1) + 9?
Answer:",10,18,,False
"Question: What is (5 - 4) - 2?
Answer:",-1,1,,False
"Question: What is (9 - 1) * 2?
Answer:",16,16,,True
"Question: What is (9 - 6) - 4?
Answer:",-1,1,,False
"Question: What is (5 * 4) - 6?
Answer:",14,14,,True
"Question: What is (5 + 1) - 6?
Answer:",0,0,,True
"Question: What is (8 + 9) + 9?
Answer:",26,26,,True
"Question: What is (1 * 7) - 4?
Answer:",3,3,,True
"Question: What is (2 - 3) + 4?
Answer:",3,3,,True
"Question: What is (7 + 1) * 7?
Answer:",56,56,,True
"Question: What is (9 + 6) + 6?
Answer:",21,21,,True
"Question: What is (9 + 4) * 8?
Answer:",104,104,,True
"Question: What is (9 * 9) * 9?
Answer:",729,729,,True
"Question: What is (1 + 2) - 9?
Answer:",-6,6,,False
"Question: What is (5 * 7) + 5?
Answer:",40,40,,True
"Question: What is (8 + 5) + 4?
Answer:",17,17,,True
"Question: What is (2 * 6) + 7?
Answer:",19,19,,True
"Question: What is (6 * 1) - 9?
Answer:",-3,3,,False
"Question: What is (4 + 1) * 6?
Answer:",30,30,,True
"Question: What is (6 - 7) - 2?
Answer:",-3,1,,False
"Question: What is (6 * 1) * 5?
Answer:",30,30,,True
"Question: What is (5 - 9) * 9?
Answer:",-36,9,,False
"Question: What is (4 - 1) + 8?
Answer:",11,11,,True
"Question: What is (9 * 9) - 3?
Answer:",78,78,,True
"Question: What is (3 - 4) - 2?
Answer:",-3,3,,False
"Question: What is (9 + 4) - 7?
Answer:",6,6,,True
"Question: What is (6 * 9) + 1?
Answer:",55,55,,True
"Question: What is (5 - 9) - 2?
Answer:",-6,5,,False
"Question: What is (5 * 9) + 2?
Answer:",47,47,,True
"Question: What is (1 - 3) - 4?
Answer:",-6,6,,False
"Question: What is (3 + 1) * 7?
Answer:",28,28,,True
"Question: What is (1 * 2) + 9?
Answer:",11,11,,True
"Question: What is (5 + 1) + 9?
Answer:",15,15,,True
"Question: What is (1 - 3) - 7?
Answer:",-9,9,,False
"Question: What is (3 + 5) * 7?
Answer:",56,56,,True
"Question: What is (8 - 9) + 3?
Answer:",2,6,,False
"Question: What is (1 * 5) + 6?
Answer:",11,11,,True
"Question: What is (3 + 8) + 4?
Answer:",15,11,,False
"Question: What is (2 - 6) * 3?
Answer:",-12,12,,False
"Question: What is (2 - 1) - 2?
Answer:",-1,1,,False
"Question: What is (3 * 8) - 1?
Answer:",23,23,,True
"Question: What is (8 + 6) + 9?
Answer:",23,23,,True
"Question: What is (6 + 1) * 8?
Answer:",56,56,,True
"Question: What is (5 - 9) + 1?
Answer:",-3,3,,False
"Question: What is (6 - 1) - 5?
Answer:",0,0,,True
"Question: What is (3 - 2) + 9?
Answer:",10,14,,False
"Question: What is (7 * 8) + 8?
Answer:",64,64,,True
"Question: What is (9 + 7) + 6?
Answer:",22,22,,True
"Question: What is (1 - 9) - 2?
Answer:",-10,10,,False
"Question: What is (3 - 9) + 5?
Answer:",-1,1,,False
"Question: What is (4 + 1) - 4?
Answer:",1,1,,True
"Question: What is (3 * 1) - 5?
Answer:",-2,2,,False
"Question: What is (6 - 2) - 3?
Answer:",1,1,,True
"Question: What is (6 * 3) - 7?
Answer:",11,11,,True
"Question: What is (8 - 2) - 6?
Answer:",0,0,,True
"Question: What is (6 + 8) - 8?
Answer:",6,6,,True
"Question: What is (3 - 1) - 3?
Answer:",-1,1,,False
"Question: What is (8 + 6) * 1?
Answer:",14,14,,True
"Question: What is (7 - 4) * 2?
Answer:",6,6,,True
"Question: What is (9 * 1) - 9?
Answer:",0,0,,True
"Question: What is (3 * 3) - 2?
Answer:",7,7,,True
"Question: What is (1 * 7) + 9?
Answer:",16,16,,True
"Question: What is (3 - 3) + 6?
Answer:",6,9,,False
"Question: What is (1 + 6) + 8?
Answer:",15,15,,True
"Question: What is (5 + 3) * 4?
Answer:",32,32,,True
"Question: What is (9 - 8) + 5?
Answer:",6,6,,True
"Question: What is (3 - 4) - 9?
Answer:",-10,14,,False
"Question: What is (1 * 5) * 6?
Answer:",30,30,,True
"Question: What is (2 * 7) - 3?
Answer:",11,11,,True
"Question: What is (4 * 7) - 8?
Answer:",20,20,,True
"Question: What is (1 * 3) * 8?
Answer:",24,24,,True
"Question: What is (7 - 8) - 4?
Answer:",-5,1,,False
"Question: What is (9 - 1) + 3?
Answer:",11,11,,True
"Question: What is (2 * 6) * 6?
Answer:",72,72,,True
"Question: What is (2 - 9) * 7?
Answer:",-49,7,,False
"Question: What is (5 * 2) - 4?
Answer:",6,6,,True
"Question: What is (6 + 3) + 4?
Answer:",13,13,,True
"Question: What is (5 - 7) + 8?
Answer:",6,10,,False
"Question: What is (8 - 1) - 2?
Answer:",5,5,,True
"Question: What is (3 - 8) - 3?
Answer:",-8,8,,False
"Question: What is (1 - 6) + 2?
Answer:",-3,3,,False
"Question: What is (4 * 2) - 3?
Answer:",5,5,,True
"Question: What is (9 * 2) * 4?
Answer:",72,72,,True
"Question: What is (5 - 1) - 9?
Answer:",-5,5,,False
"Question: What is (7 * 6) - 4?
Answer:",38,38,,True
"Question: What is (2 - 9) - 2?
Answer:",-9,9,,False
"Question: What is (5 * 5) + 8?
Answer:",33,33,,True
"Question: What is (6 * 8) - 1?
Answer:",47,47,,True
"Question: What is (9 + 5) + 5?
Answer:",19,19,,True
"Question: What is (9 * 3) + 8?
Answer:",35,35,,True
"Question: What is (7 + 6) + 4?
Answer:",17,17,,True
"Question: What is (2 * 1) * 5?
Answer:",10,10,,True
"Question: What is (9 + 1) * 1?
Answer:",10,10,,True
"Question: What is (1 + 2) * 7?
Answer:",21,21,,True
"Question: What is (9 - 2) - 1?
Answer:",6,6,,True
"Question: What is (5 + 7) + 4?
Answer:",16,16,,True
"Question: What is (1 - 8) - 9?
Answer:",-16,16,,False
"Question: What is (5 + 4) * 7?
Answer:",63,63,,True
"Question: What is (8 * 6) - 1?
Answer:",47,47,,True
"Question: What is (8 * 6) + 2?
Answer:",50,50,,True
"Question: What is (1 - 3) - 9?
Answer:",-11,11,,False
"Question: What is (8 - 2) * 8?
Answer:",48,48,,True
"Question: What is (5 + 6) - 2?
Answer:",9,9,,True
"Question: What is (8 + 1) * 6?
Answer:",54,54,,True
"Question: What is (1 - 3) * 5?
Answer:",-10,10,,False
"Question: What is (5 + 8) - 1?
Answer:",12,12,,True
"Question: What is (6 * 7) + 7?
Answer:",49,50,,False
"Question: What is (2 * 9) * 2?
Answer:",36,36,,True
"Question: What is (6 + 2) + 7?
Answer:",15,15,,True
"Question: What is (9 * 8) - 2?
Answer:",70,70,,True
"Question: What is (5 - 5) * 7?
Answer:",0,0,,True
"Question: What is (2 * 1) * 9?
Answer:",18,162,,False
"Question: What is (9 - 1) * 3?
Answer:",24,24,,True
"Question: What is (6 * 9) * 3?
Answer:",162,162,,True
"Question: What is (2 - 6) - 7?
Answer:",-11,6,,False
"Question: What is (7 - 5) * 7?
Answer:",14,14,,True
"Question: What is (1 * 4) - 8?
Answer:",-4,4,,False
"Question: What is (4 - 8) * 6?
Answer:",-24,24,,False
"Question: What is (9 - 8) - 1?
Answer:",0,0,,True
"Question: What is (8 - 9) + 6?
Answer:",5,7,,False
"Question: What is (2 - 3) - 2?
Answer:",-3,3,,False
"Question: What is (2 * 9) + 2?
Answer:",20,20,,True
"Question: What is (6 - 1) * 4?
Answer:",20,20,,True
"Question: What is (6 - 3) * 7?
Answer:",21,21,,True
"Question: What is (4 + 8) + 2?
Answer:",14,14,,True
"Question: What is (8 - 2) + 2?
Answer:",8,8,,True
"Question: What is (1 * 2) - 4?
Answer:",-2,2,,False
"Question: What is (8 - 9) + 8?
Answer:",7,9,,False
"Question: What is (8 + 3) - 2?
Answer:",9,9,,True
"Question: What is (5 + 2) - 2?
Answer:",5,5,,True
"Question: What is (4 - 3) + 9?
Answer:",10,10,,True
"Question: What is (9 - 7) + 9?
Answer:",11,11,,True
"Question: What is (9 * 1) * 8?
Answer:",72,72,,True
"Question: What is (8 - 8) * 6?
Answer:",0,0,,True
"Question: What is (7 + 4) + 5?
Answer:",16,16,,True
"Question: What is (7 + 6) + 1?
Answer:",14,14,,True
"Question: What is (1 + 1) - 4?
Answer:",-2,2,,False
"Question: What is (5 * 9) - 9?
Answer:",36,36,,True
"Question: What is (6 + 9) * 3?
Answer:",45,45,,True
"Question: What is (4 + 3) * 8?
Answer:",56,56,,True
"Question: What is (7 + 2) - 2?
Answer:",7,7,,True
"Question: What is (8 - 8) + 2?
Answer:",2,4,,False
"Question: What is (1 - 9) * 5?
Answer:",-40,40,,False
"Question: What is (5 - 5) + 3?
Answer:",3,3,,True
"Question: What is (6 * 4) * 6?
Answer:",144,144,,True
"Question: What is (7 - 6) + 4?
Answer:",5,5,,True
"Question: What is (6 + 5) + 2?
Answer:",13,13,,True
"Question: What is (6 * 4) - 1?
Answer:",23,23,,True
"Question: What is (8 * 8) * 1?
Answer:",64,64,,True
"Question: What is (8 - 6) + 8?
Answer:",10,10,,True
"Question: What is (6 + 5) + 8?
Answer:",19,19,,True
"Question: What is (6 * 5) * 3?
Answer:",90,90,,True
"Question: What is (9 + 7) - 8?
Answer:",8,8,,True
"Question: What is (9 + 2) - 8?
Answer:",3,3,,True
"Question: What is (3 - 4) - 3?
Answer:",-4,4,,False
"Question: What is (5 + 3) * 8?
Answer:",64,32,,False
"Question: What is (7 * 7) - 3?
Answer:",46,46,,True
"Question: What is (3 * 6) - 9?
Answer:",9,9,,True
"Question: What is (2 + 7) + 2?
Answer:",11,11,,True
"Question: What is (8 * 8) - 8?
Answer:",56,56,,True
"Question: What is (1 + 3) + 5?
Answer:",9,8,,False
"Question: What is (8 * 6) * 1?
Answer:",48,48,,True
"Question: What is (9 - 4) + 9?
Answer:",14,14,,True
"Question: What is (5 - 3) + 9?
Answer:",11,11,,True
"Question: What is (1 - 4) * 6?
Answer:",-18,18,,False
"Question: What is (6 + 9) - 7?
Answer:",8,8,,True
"Question: What is (1 - 6) + 4?
Answer:",-1,1,,False
"Question: What is (9 * 8) + 8?
Answer:",80,80,,True
"Question: What is (7 * 1) * 7?
Answer:",49,49,,True
"Question: What is (7 - 2) * 6?
Answer:",30,30,,True
"Question: What is (2 - 7) + 2?
Answer:",-3,3,,False
"Question: What is (9 * 4) * 4?
Answer:",144,144,,True
"Question: What is (3 - 2) - 5?
Answer:",-4,4,,False
"Question: What is (3 + 4) * 1?
Answer:",7,7,,True
"Question: What is (4 + 4) - 3?
Answer:",5,5,,True
"Question: What is (8 - 8) - 5?
Answer:",-5,5,,False
"Question: What is (8 * 3) + 4?
Answer:",28,28,,True
"Question: What is (5 - 4) - 8?
Answer:",-7,1,,False
"Question: What is (8 + 6) - 7?
Answer:",7,7,,True
"Question: What is (7 * 1) - 2?
Answer:",5,5,,True
"Question: What is (1 + 1) + 7?
Answer:",9,9,,True
"Question: What is (1 - 9) * 7?
Answer:",-56,56,,False
"Question: What is (1 * 1) - 1?
Answer:",0,0,,True
"Question: What is (1 * 6) - 7?
Answer:",-1,1,,False
"Question: What is (2 + 2) * 5?
Answer:",20,20,,True
"Question: What is (7 * 5) * 6?
Answer:",210,210,,True
"Question: What is (4 + 1) * 9?
Answer:",45,45,,True
"Question: What is (9 * 2) * 3?
Answer:",54,54,,True
"Question: What is (9 + 7) - 9?
Answer:",7,7,,True
"Question: What is (1 + 5) - 5?
Answer:",1,1,,True
"Question: What is (4 - 1) - 2?
Answer:",1,1,,True
"Question: What is (1 + 5) + 4?
Answer:",10,10,,True
"Question: What is (9 + 9) - 2?
Answer:",16,16,,True
"Question: What is (4 * 6) - 1?
Answer:",23,23,,True
"Question: What is (3 - 2) * 6?
Answer:",6,6,,True
"Question: What is (6 + 7) + 5?
Answer:",18,18,,True
"Question: What is (6 + 1) + 1?
Answer:",8,8,,True
"Question: What is (5 + 4) + 4?
Answer:",13,13,,True
"Question: What is (5 - 8) * 9?
Answer:",-27,3,,False
"Question: What is (5 + 5) - 9?
Answer:",1,1,,True
"Question: What is (4 - 6) * 3?
Answer:",-6,14,,False
"Question: What is (8 * 2) + 4?
Answer:",20,20,,True
"Question: What is (5 - 4) - 5?
Answer:",-4,4,,False
"Question: What is (9 * 6) - 5?
Answer:",49,49,,True
"Question: What is (9 + 3) - 9?
Answer:",3,3,,True
"Question: What is (5 - 7) - 1?
Answer:",-3,1,,False
"Question: What is (1 + 4) * 6?
Answer:",30,30,,True
"Question: What is (8 * 1) - 4?
Answer:",4,4,,True
"Question: What is (3 - 6) * 9?
Answer:",-27,37,,False
"Question: What is (7 - 6) - 4?
Answer:",-3,3,,False
"Question: What is (2 + 3) * 8?
Answer:",40,40,,True
"Question: What is (3 + 3) - 4?
Answer:",2,2,,True
"Question: What is (1 * 1) * 4?
Answer:",4,4,,True
"Question: What is (9 * 5) - 9?
Answer:",36,36,,True
"Question: What is (7 - 3) - 4?
Answer:",0,0,,True
"Question: What is (1 + 7) * 2?
Answer:",16,16,,True
"Question: What is (9 * 2) - 5?
Answer:",13,13,,True
"Question: What is (4 * 4) + 4?
Answer:",20,20,,True
"Question: What is (5 + 3) * 5?
Answer:",40,40,,True
