question,expected_answer,model_answer,question_type,correct
"Question: What is 7 plus 92?
Answer:",99,169,,False
"Question: What is 63 plus 8?
Answer:",71,71,,True
"Question: What is 57 plus 67?
Answer:",124,124,,True
"Question: What is 57 plus 96?
Answer:",153,153,,True
"Question: What is 93 plus 58?
Answer:",151,151,,True
"Question: What is 75 plus 52?
Answer:",127,127,,True
"Question: What is 17 plus 80?
Answer:",97,97,,True
"Question: What is 77 plus 92?
Answer:",169,169,,True
"Question: What is 9 plus 92?
Answer:",101,181,,False
"Question: What is 24 plus 70?
Answer:",94,94,,True
"Question: What is 41 plus 31?
Answer:",72,72,,True
"Question: What is 88 plus 82?
Answer:",170,170,,True
"Question: What is 97 plus 89?
Answer:",186,186,,True
"Question: What is 11 plus 72?
Answer:",83,83,,True
"Question: What is 76 plus 6?
Answer:",82,82,,True
"Question: What is 85 plus 70?
Answer:",155,155,,True
"Question: What is 97 plus 91?
Answer:",188,190,,False
"Question: What is 17 plus 27?
Answer:",44,44,,True
"Question: What is 35 plus 49?
Answer:",84,84,,True
"Question: What is 96 plus 80?
Answer:",176,176,,True
"Question: What is 73 plus 69?
Answer:",142,142,,True
"Question: What is 57 plus 90?
Answer:",147,147,,True
"Question: What is 8 plus 78?
Answer:",86,86,,True
"Question: What is 62 plus 34?
Answer:",96,96,,True
"Question: What is 58 plus 77?
Answer:",135,135,,True
"Question: What is 12 plus 13?
Answer:",25,25,,True
"Question: What is 63 plus 28?
Answer:",91,91,,True
"Question: What is 32 plus 42?
Answer:",74,74,,True
"Question: What is 73 plus 84?
Answer:",157,157,,True
"Question: What is 20 plus 16?
Answer:",36,36,,True
"Question: What is 94 plus 51?
Answer:",145,145,,True
"Question: What is 45 plus 63?
Answer:",108,110,,False
"Question: What is 15 plus 37?
Answer:",52,52,,True
"Question: What is 22 plus 9?
Answer:",31,31,,True
"Question: What is 56 plus 58?
Answer:",114,114,,True
"Question: What is 70 plus 52?
Answer:",122,122,,True
"Question: What is 46 plus 59?
Answer:",105,105,,True
"Question: What is 41 plus 9?
Answer:",50,50,,True
"Question: What is 5 plus 76?
Answer:",81,81,,True
"Question: What is 2 plus 11?
Answer:",13,13,,True
"Question: What is 85 plus 62?
Answer:",147,147,,True
"Question: What is 5 plus 39?
Answer:",44,44,,True
"Question: What is 13 plus 12?
Answer:",25,25,,True
"Question: What is 2 plus 56?
Answer:",58,72,,False
"Question: What is 43 plus 40?
Answer:",83,83,,True
"Question: What is 52 plus 98?
Answer:",150,150,,True
"Question: What is 83 plus 34?
Answer:",117,117,,True
"Question: What is 51 plus 32?
Answer:",83,83,,True
"Question: What is 76 plus 33?
Answer:",109,110,,False
"Question: What is 37 plus 92?
Answer:",129,129,,True
"Question: What is 95 plus 35?
Answer:",130,130,,True
"Question: What is 44 plus 86?
Answer:",130,130,,True
"Question: What is 80 plus 27?
Answer:",107,107,,True
"Question: What is 62 plus 71?
Answer:",133,133,,True
"Question: What is 65 plus 26?
Answer:",91,91,,True
"Question: What is 56 plus 56?
Answer:",112,112,,True
"Question: What is 23 plus 79?
Answer:",102,102,,True
"Question: What is 30 plus 15?
Answer:",45,45,,True
"Question: What is 78 plus 28?
Answer:",106,106,,True
"Question: What is 63 plus 15?
Answer:",78,78,,True
"Question: What is 29 plus 28?
Answer:",57,57,,True
"Question: What is 13 plus 96?
Answer:",109,109,,True
"Question: What is 79 plus 40?
Answer:",119,129,,False
"Question: What is 92 plus 54?
Answer:",146,146,,True
"Question: What is 20 plus 69?
Answer:",89,89,,True
"Question: What is 72 plus 66?
Answer:",138,138,,True
"Question: What is 53 plus 10?
Answer:",63,63,,True
"Question: What is 6 plus 4?
Answer:",10,10,,True
"Question: What is 58 plus 14?
Answer:",72,72,,True
"Question: What is 87 plus 57?
Answer:",144,144,,True
"Question: What is 26 plus 59?
Answer:",85,85,,True
"Question: What is 78 plus 13?
Answer:",91,81,,False
"Question: What is 10 plus 57?
Answer:",67,67,,True
"Question: What is 39 plus 47?
Answer:",86,86,,True
"Question: What is 76 plus 55?
Answer:",131,131,,True
"Question: What is 36 plus 57?
Answer:",93,93,,True
"Question: What is 47 plus 83?
Answer:",130,130,,True
"Question: What is 81 plus 65?
Answer:",146,146,,True
"Question: What is 36 plus 15?
Answer:",51,51,,True
"Question: What is 99 plus 20?
Answer:",119,119,,True
"Question: What is 48 plus 36?
Answer:",84,84,,True
"Question: What is 18 plus 75?
Answer:",93,93,,True
"Question: What is 6 plus 59?
Answer:",65,65,,True
"Question: What is 84 plus 3?
Answer:",87,87,,True
"Question: What is 88 plus 78?
Answer:",166,166,,True
"Question: What is 25 plus 22?
Answer:",47,47,,True
"Question: What is 44 plus 81?
Answer:",125,125,,True
"Question: What is 90 plus 91?
Answer:",181,180,,False
"Question: What is 70 plus 45?
Answer:",115,115,,True
"Question: What is 37 plus 66?
Answer:",103,103,,True
"Question: What is 59 plus 56?
Answer:",115,115,,True
