question,expected_answer,model_answer,question_type,correct
"Question: What is 74 minus 34?
Answer:",40,40,,True
"Question: What is 99 minus 29?
Answer:",70,70,,True
"Question: What is 87 minus 88?
Answer:",-1,-1,,True
"Question: What is 64 minus 83?
Answer:",-19,101,,False
"Question: What is 70 minus 26?
Answer:",44,44,,True
"Question: What is 41 minus 87?
Answer:",-46,-46,,True
"Question: What is 23 minus 74?
Answer:",-51,-51,,True
"Question: What is 75 minus 72?
Answer:",3,5,,False
"Question: What is 84 minus 92?
Answer:",-8,-8,,True
"Question: What is 12 minus 30?
Answer:",-18,-18,,True
"Question: What is 12 minus 19?
Answer:",-7,7,,False
"Question: What is 73 minus 8?
Answer:",65,65,,True
"Question: What is 2 minus 28?
Answer:",-26,26,,False
"Question: What is 65 minus 94?
Answer:",-29,39,,False
"Question: What is 50 minus 55?
Answer:",-5,-5,,True
"Question: What is 32 minus 61?
Answer:",-29,-29,,True
"Question: What is 32 minus 37?
Answer:",-5,-5,,True
"Question: What is 65 minus 16?
Answer:",49,49,,True
"Question: What is 36 minus 29?
Answer:",7,17,,False
"Question: What is 55 minus 31?
Answer:",24,24,,True
"Question: What is 9 minus 53?
Answer:",-44,44,,False
"Question: What is 62 minus 75?
Answer:",-13,13,,False
"Question: What is 42 minus 89?
Answer:",-47,-47,,True
"Question: What is 59 minus 82?
Answer:",-23,-23,,True
"Question: What is 60 minus 41?
Answer:",19,19,,True
"Question: What is 55 minus 96?
Answer:",-41,-41,,True
"Question: What is 79 minus 90?
Answer:",-11,-11,,True
"Question: What is 29 minus 30?
Answer:",-1,-1,,True
"Question: What is 23 minus 18?
Answer:",5,11,,False
"Question: What is 83 minus 58?
Answer:",25,25,,True
"Question: What is 91 minus 97?
Answer:",-6,-6,,True
"Question: What is 5 minus 74?
Answer:",-69,19,,False
"Question: What is 9 minus 20?
Answer:",-11,19,,False
"Question: What is 19 minus 62?
Answer:",-43,-43,,True
"Question: What is 8 minus 0?
Answer:",8,8,,True
"Question: What is 84 minus 37?
Answer:",47,47,,True
"Question: What is 78 minus 95?
Answer:",-17,-17,,True
"Question: What is 6 minus 26?
Answer:",-20,40,,False
"Question: What is 44 minus 20?
Answer:",24,24,,True
"Question: What is 37 minus 15?
Answer:",22,22,,True
"Question: What is 53 minus 71?
Answer:",-18,28,,False
"Question: What is 66 minus 94?
Answer:",-28,-28,,True
"Question: What is 46 minus 16?
Answer:",30,30,,True
"Question: What is 57 minus 34?
Answer:",23,23,,True
"Question: What is 93 minus 64?
Answer:",29,29,,True
"Question: What is 15 minus 90?
Answer:",-75,-75,,True
"Question: What is 62 minus 21?
Answer:",41,41,,True
"Question: What is 90 minus 36?
Answer:",54,54,,True
"Question: What is 32 minus 68?
Answer:",-36,-36,,True
"Question: What is 11 minus 38?
Answer:",-27,-27,,True
"Question: What is 41 minus 95?
Answer:",-54,-54,,True
"Question: What is 54 minus 24?
Answer:",30,30,,True
"Question: What is 52 minus 27?
Answer:",25,-25,,False
"Question: What is 56 minus 69?
Answer:",-13,-13,,True
"Question: What is 97 minus 53?
Answer:",44,44,,True
"Question: What is 35 minus 58?
Answer:",-23,-23,,True
"Question: What is 40 minus 72?
Answer:",-32,32,,False
"Question: What is 59 minus 70?
Answer:",-11,-8,,False
"Question: What is 40 minus 69?
Answer:",-29,-29,,True
"Question: What is 0 minus 63?
Answer:",-63,63,,False
"Question: What is 90 minus 42?
Answer:",48,42,,False
"Question: What is 15 minus 54?
Answer:",-39,-39,,True
"Question: What is 7 minus 46?
Answer:",-39,39,,False
"Question: What is 2 minus 43?
Answer:",-41,-41,,True
"Question: What is 66 minus 16?
Answer:",50,50,,True
"Question: What is 95 minus 25?
Answer:",70,70,,True
"Question: What is 44 minus 26?
Answer:",18,-18,,False
"Question: What is 13 minus 78?
Answer:",-65,-65,,True
"Question: What is 73 minus 96?
Answer:",-23,-23,,True
"Question: What is 65 minus 52?
Answer:",13,13,,True
"Question: What is 88 minus 69?
Answer:",19,17,,False
"Question: What is 61 minus 20?
Answer:",41,41,,True
"Question: What is 23 minus 92?
Answer:",-69,16,,False
"Question: What is 91 minus 84?
Answer:",7,3,,False
"Question: What is 91 minus 68?
Answer:",23,23,,True
"Question: What is 63 minus 67?
Answer:",-4,-4,,True
"Question: What is 46 minus 11?
Answer:",35,35,,True
"Question: What is 41 minus 23?
Answer:",18,18,,True
"Question: What is 78 minus 34?
Answer:",44,44,,True
"Question: What is 7 minus 28?
Answer:",-21,11,,False
"Question: What is 86 minus 69?
Answer:",17,15,,False
"Question: What is 69 minus 44?
Answer:",25,25,,True
"Question: What is 85 minus 88?
Answer:",-3,-3,,True
"Question: What is 19 minus 88?
Answer:",-69,-69,,True
"Question: What is 14 minus 28?
Answer:",-14,-14,,True
"Question: What is 57 minus 72?
Answer:",-15,-15,,True
"Question: What is 60 minus 11?
Answer:",49,59,,False
"Question: What is 6 minus 4?
Answer:",2,2,,True
"Question: What is 53 minus 70?
Answer:",-17,33,,False
"Question: What is 63 minus 92?
Answer:",-29,39,,False
"Question: What is 41 minus 86?
Answer:",-45,-45,,True
"Question: What is 88 minus 6?
Answer:",82,82,,True
"Question: What is 4 minus 97?
Answer:",-93,-93,,True
"Question: What is 64 minus 64?
Answer:",0,0,,True
"Question: What is 32 minus 29?
Answer:",3,13,,False
"Question: What is 9 minus 1?
Answer:",8,8,,True
"Question: What is 12 minus 92?
Answer:",-80,-80,,True
"Question: What is 50 minus 2?
Answer:",48,38,,False
"Question: What is 86 minus 12?
Answer:",74,74,,True
"Question: What is 84 minus 66?
Answer:",18,18,,True
"Question: What is 27 minus 84?
Answer:",-57,-57,,True
"Question: What is 84 minus 29?
Answer:",55,55,,True
"Question: What is 27 minus 25?
Answer:",2,2,,True
"Question: What is 25 minus 37?
Answer:",-12,12,,False
"Question: What is 61 minus 51?
Answer:",10,10,,True
"Question: What is 60 minus 46?
Answer:",14,14,,True
"Question: What is 23 minus 34?
Answer:",-11,11,,False
"Question: What is 94 minus 12?
Answer:",82,82,,True
"Question: What is 85 minus 78?
Answer:",7,9,,False
"Question: What is 81 minus 85?
Answer:",-4,-4,,True
"Question: What is 65 minus 1?
Answer:",64,54,,False
"Question: What is 89 minus 51?
Answer:",38,38,,True
"Question: What is 11 minus 35?
Answer:",-24,-24,,True
"Question: What is 92 minus 75?
Answer:",17,17,,True
"Question: What is 54 minus 4?
Answer:",50,49,,False
"Question: What is 58 minus 55?
Answer:",3,3,,True
"Question: What is 46 minus 5?
Answer:",41,41,,True
"Question: What is 4 minus 0?
Answer:",4,4,,True
"Question: What is 37 minus 96?
Answer:",-59,-59,,True
"Question: What is 82 minus 24?
Answer:",58,58,,True
"Question: What is 9 minus 90?
Answer:",-81,-81,,True
"Question: What is 1 minus 5?
Answer:",-4,4,,False
"Question: What is 29 minus 37?
Answer:",-8,18,,False
"Question: What is 64 minus 14?
Answer:",50,40,,False
"Question: What is 48 minus 16?
Answer:",32,32,,True
"Question: What is 78 minus 51?
Answer:",27,27,,True
"Question: What is 30 minus 59?
Answer:",-29,-39,,False
"Question: What is 4 minus 45?
Answer:",-41,41,,False
"Question: What is 1 minus 9?
Answer:",-8,-8,,True
"Question: What is 87 minus 1?
Answer:",86,76,,False
"Question: What is 64 minus 93?
Answer:",-29,13,,False
"Question: What is 1 minus 2?
Answer:",-1,1,,False
"Question: What is 5 minus 68?
Answer:",-63,13,,False
"Question: What is 50 minus 40?
Answer:",10,10,,True
