question,expected_answer,model_answer,question_type,correct
"Question: What is (4 * 7) * 4?
Answer:",112,28,,False
"Question: What is (4 - 9) * 6?
Answer:",-30,12,,False
"Question: What is (7 + 4) - 3?
Answer:",8,4,,False
"Question: What is (4 * 5) * 1?
Answer:",20,20,,True
"Question: What is (6 * 3) * 1?
Answer:",18,18,,True
"Question: What is (6 * 5) * 3?
Answer:",90,150,,False
"Question: What is (3 * 4) + 9?
Answer:",21,15,,False
"Question: What is (8 - 2) - 1?
Answer:",5,6,,False
"Question: What is (4 + 9) * 1?
Answer:",13,23,,False
"Question: What is (6 * 5) - 2?
Answer:",28,10,,False
"Question: What is (1 * 9) + 6?
Answer:",15,55,,False
"Question: What is (7 - 2) * 8?
Answer:",40,56,,False
"Question: What is (1 * 4) + 1?
Answer:",5,5,,True
"Question: What is (8 + 7) * 7?
Answer:",105,56,,False
"Question: What is (6 - 4) - 6?
Answer:",-4,2,,False
"Question: What is (3 - 3) + 7?
Answer:",7,10,,False
"Question: What is (9 * 1) - 2?
Answer:",7,8,,False
"Question: What is (8 + 6) + 4?
Answer:",18,20,,False
"Question: What is (8 - 1) + 6?
Answer:",13,14,,False
"Question: What is (6 + 3) - 8?
Answer:",1,3,,False
"Question: What is (6 * 7) - 2?
Answer:",40,42,,False
"Question: What is (2 - 1) + 4?
Answer:",5,3,,False
"Question: What is (7 * 5) + 6?
Answer:",41,41,,True
"Question: What is (4 * 7) * 7?
Answer:",196,28,,False
"Question: What is (1 * 5) * 7?
Answer:",35,35,,True
"Question: What is (9 + 9) * 2?
Answer:",36,18,,False
"Question: What is (7 + 1) + 5?
Answer:",13,13,,True
"Question: What is (3 - 1) - 9?
Answer:",-7,2,,False
"Question: What is (5 - 6) - 2?
Answer:",-3,-3,,True
"Question: What is (8 - 1) * 4?
Answer:",28,48,,False
"Question: What is (3 - 8) + 6?
Answer:",1,10,,False
"Question: What is (9 - 3) + 7?
Answer:",13,17,,False
"Question: What is (8 - 9) - 1?
Answer:",-2,1,,False
"Question: What is (7 - 6) * 7?
Answer:",7,14,,False
"Question: What is (5 * 2) * 7?
Answer:",70,70,,True
"Question: What is (4 * 1) - 8?
Answer:",-4,2,,False
"Question: What is (8 + 8) + 8?
Answer:",24,32,,False
"Question: What is (7 * 8) - 1?
Answer:",55,55,,True
"Question: What is (1 * 6) - 5?
Answer:",1,1,,True
"Question: What is (6 - 4) * 8?
Answer:",16,24,,False
"Question: What is (1 * 6) * 3?
Answer:",18,18,,True
"Question: What is (3 - 2) - 9?
Answer:",-8,1,,False
"Question: What is (3 + 6) - 1?
Answer:",8,10,,False
"Question: What is (9 * 3) * 9?
Answer:",243,243,,True
"Question: What is (6 - 7) * 5?
Answer:",-5,11,,False
"Question: What is (6 - 5) + 9?
Answer:",10,14,,False
"Question: What is (6 * 5) + 7?
Answer:",37,32,,False
"Question: What is (3 * 8) - 1?
Answer:",23,23,,True
"Question: What is (9 * 9) - 3?
Answer:",78,72,,False
"Question: What is (3 * 6) + 2?
Answer:",20,20,,True
"Question: What is (2 - 2) - 9?
Answer:",-9,-7,,False
"Question: What is (9 + 9) * 4?
Answer:",72,45,,False
"Question: What is (4 * 4) * 4?
Answer:",64,16,,False
"Question: What is (9 - 2) * 9?
Answer:",63,63,,True
"Question: What is (2 * 2) * 7?
Answer:",28,2,,False
"Question: What is (1 * 6) - 7?
Answer:",-1,3,,False
"Question: What is (5 - 4) * 8?
Answer:",8,24,,False
"Question: What is (5 * 2) - 1?
Answer:",9,9,,True
"Question: What is (1 + 6) + 8?
Answer:",15,13,,False
"Question: What is (9 - 4) + 9?
Answer:",14,13,,False
"Question: What is (9 + 5) - 6?
Answer:",8,4,,False
"Question: What is (5 - 4) * 3?
Answer:",3,3,,True
"Question: What is (7 * 5) + 3?
Answer:",38,35,,False
"Question: What is (7 * 2) * 5?
Answer:",70,210,,False
"Question: What is (5 * 1) * 8?
Answer:",40,40,,True
"Question: What is (7 * 2) * 4?
Answer:",56,28,,False
"Question: What is (1 + 7) + 4?
Answer:",12,12,,True
"Question: What is (2 + 6) + 4?
Answer:",12,10,,False
"Question: What is (4 + 8) + 2?
Answer:",14,14,,True
"Question: What is (8 * 9) * 9?
Answer:",648,729,,False
"Question: What is (7 + 1) + 8?
Answer:",16,16,,True
"Question: What is (4 + 2) + 2?
Answer:",8,8,,True
"Question: What is (7 - 4) * 2?
Answer:",6,10,,False
"Question: What is (4 - 2) + 8?
Answer:",10,6,,False
"Question: What is (3 * 5) - 8?
Answer:",7,13,,False
"Question: What is (1 - 5) - 3?
Answer:",-7,-4,,False
"Question: What is (9 - 5) * 1?
Answer:",4,4,,True
