question,expected_answer,model_answer,question_type,correct
"Question: What is 6332 minus 6699?
Answer:",-367,3,,False
"Question: What is 9940 minus 7572?
Answer:",2368,7572,,False
"Question: What is 9449 minus 6896?
Answer:",2553,1292,,False
"Question: What is 2673 minus 3604?
Answer:",-931,267,,False
"Question: What is 3516 minus 2533?
Answer:",983,2111121112,,False
"Question: What is 2805 minus 6612?
Answer:",-3807,1000,,False
"Question: What is 3222 minus 4563?
Answer:",-1341,322,,False
"Question: What is 4168 minus 1711?
Answer:",2457,17,,False
"Question: What is 5948 minus 712?
Answer:",5236,712,,False
"Question: What is 9163 minus 7648?
Answer:",1515,916,,False
"Question: What is 7699 minus 6480?
Answer:",1219,1,,False
"Question: What is 5153 minus 8842?
Answer:",-3689,10842,,False
"Question: What is 7996 minus 1989?
Answer:",6007,799,,False
"Question: What is 3000 minus 1501?
Answer:",1499,1500,,False
"Question: What is 3596 minus 8229?
Answer:",-4633,8229,,False
"Question: What is 9190 minus 6591?
Answer:",2599,1,,False
"Question: What is 6632 minus 2285?
Answer:",4347,663,,False
"Question: What is 8451 minus 4983?
Answer:",3468,845,,False
"Question: What is 7063 minus 9502?
Answer:",-2439,706,,False
"Question: What is 5211 minus 259?
Answer:",4952,109,,False
"Question: What is 775 minus 4555?
Answer:",-3780,4555,,False
"Question: What is 743 minus 6414?
Answer:",-5671,10,,False
"Question: What is 9840 minus 7953?
Answer:",1887,9,,False
"Question: What is 5143 minus 7286?
Answer:",-2143,5,,False
"Question: What is 4912 minus 7480?
Answer:",-2568,5,,False
"Question: What is 8845 minus 7558?
Answer:",1287,88,,False
"Question: What is 8821 minus 4062?
Answer:",4759,882,,False
"Question: What is 7106 minus 5345?
Answer:",1761,6875,,False
"Question: What is 9611 minus 3418?
Answer:",6193,3418,,False
"Question: What is 1263 minus 3155?
Answer:",-1892,126,,False
"Question: What is 9910 minus 5888?
Answer:",4022,991,,False
"Question: What is 4419 minus 9762?
Answer:",-5343,129,,False
"Question: What is 7387 minus 3808?
Answer:",3579,738,,False
"Question: What is 7320 minus 4769?
Answer:",2551,47,,False
"Question: What is 8069 minus 7831?
Answer:",238,806,,False
"Question: What is 7139 minus 3288?
Answer:",3851,1099,,False
"Question: What is 9826 minus 2327?
Answer:",7499,982,,False
"Question: What is 6976 minus 9165?
Answer:",-2189,1000,,False
"Question: What is 1865 minus 6456?
Answer:",-4591,186,,False
"Question: What is 8075 minus 7393?
Answer:",682,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,False
"Question: What is 4233 minus 9079?
Answer:",-4846,423,,False
"Question: What is 6411 minus 5548?
Answer:",863,5548,,False
"Question: What is 387 minus 6707?
Answer:",-6320,236,,False
"Question: What is 9016 minus 6632?
Answer:",2384,901,,False
"Question: What is 1305 minus 1572?
Answer:",-267,130,,False
"Question: What is 4254 minus 7074?
Answer:",-2820,425,,False
"Question: What is 7319 minus 7056?
Answer:",263,1,,False
"Question: What is 1643 minus 5400?
Answer:",-3757,164,,False
"Question: What is 6556 minus 2799?
Answer:",3757,1000,,False
"Question: What is 3632 minus 2466?
Answer:",1166,363,,False
"Question: What is 9472 minus 3287?
Answer:",6185,3287,,False
"Question: What is 2959 minus 7912?
Answer:",-4953,295,,False
"Question: What is 3151 minus 6715?
Answer:",-3564,315,,False
"Question: What is 2056 minus 9446?
Answer:",-7390,205,,False
"Question: What is 4891 minus 4344?
Answer:",547,489,,False
"Question: What is 9101 minus 6491?
Answer:",2610,1,,False
"Question: What is 5928 minus 8722?
Answer:",-2794,49898888,,False
"Question: What is 2001 minus 3976?
Answer:",-1975,200,,False
"Question: What is 8311 minus 7807?
Answer:",504,831,,False
"Question: What is 9207 minus 5492?
Answer:",3715,920,,False
"Question: What is 2431 minus 1763?
Answer:",668,176,,False
"Question: What is 8601 minus 7407?
Answer:",1194,8601,,False
"Question: What is 2360 minus 2595?
Answer:",-235,100,,False
"Question: What is 1297 minus 8860?
Answer:",-7563,129,,False
"Question: What is 3444 minus 1886?
Answer:",1558,1886,,False
"Question: What is 4825 minus 4852?
Answer:",-27,12,,False
"Question: What is 3432 minus 5672?
Answer:",-2240,1,,False
"Question: What is 7189 minus 8649?
Answer:",-1460,718,,False
"Question: What is 7112 minus 1766?
Answer:",5346,711,,False
"Question: What is 5760 minus 6709?
Answer:",-949,1279,,False
"Question: What is 7050 minus 4336?
Answer:",2714,705,,False
"Question: What is 8441 minus 2927?
Answer:",5514,844,,False
"Question: What is 2786 minus 5591?
Answer:",-2805,278,,False
"Question: What is 5539 minus 5521?
Answer:",18,1,,False
"Question: What is 6467 minus 113?
Answer:",6354,1000,,False
"Question: What is 5971 minus 6409?
Answer:",-438,597,,False
"Question: What is 9813 minus 7933?
Answer:",1880,981,,False
"Question: What is 3196 minus 2914?
Answer:",282,129,,False
"Question: What is 412 minus 6493?
Answer:",-6081,1,,False
"Question: What is 7781 minus 5166?
Answer:",2615,778,,False
"Question: What is 8647 minus 6828?
Answer:",1819,864,,False
"Question: What is 4509 minus 9801?
Answer:",-5292,10000000000000000000000000000000000000,,False
"Question: What is 3889 minus 1606?
Answer:",2283,388,,False
"Question: What is 8654 minus 5002?
Answer:",3652,865,,False
"Question: What is 5217 minus 306?
Answer:",4911,306,,False
"Question: What is 8021 minus 1275?
Answer:",6746,8021,,False
"Question: What is 9251 minus 5414?
Answer:",3837,925,,False
"Question: What is 8547 minus 2096?
Answer:",6451,854,,False
"Question: What is 2259 minus 5944?
Answer:",-3685,225,,False
"Question: What is 7528 minus 4450?
Answer:",3078,7528,,False
"Question: What is 1274 minus 9662?
Answer:",-8388,127,,False
"Question: What is 7199 minus 2805?
Answer:",4394,719,,False
"Question: What is 5761 minus 6883?
Answer:",-1122,4,,False
"Question: What is 6147 minus 565?
Answer:",5582,100,,False
"Question: What is 7245 minus 1048?
Answer:",6197,104,,False
"Question: What is 1857 minus 7087?
Answer:",-5230,185,,False
"Question: What is 9764 minus 4156?
Answer:",5608,9764,,False
"Question: What is 3865 minus 3985?
Answer:",-120,123,,False
"Question: What is 916 minus 6095?
Answer:",-5179,91,,False
"Question: What is 6382 minus 164?
Answer:",6218,164,,False
"Question: What is 5314 minus 1551?
Answer:",3763,1051,,False
"Question: What is 5137 minus 1435?
Answer:",3702,143,,False
"Question: What is 7062 minus 3226?
Answer:",3836,706,,False
"Question: What is 8683 minus 6371?
Answer:",2312,868,,False
"Question: What is 684 minus 7000?
Answer:",-6316,68,,False
"Question: What is 7624 minus 8759?
Answer:",-1135,8759,,False
"Question: What is 9626 minus 5234?
Answer:",4392,5234,,False
"Question: What is 7037 minus 3833?
Answer:",3204,703,,False
"Question: What is 3703 minus 3784?
Answer:",-81,370,,False
"Question: What is 8616 minus 9772?
Answer:",-1156,8,,False
"Question: What is 9659 minus 8669?
Answer:",990,8669,,False
"Question: What is 3649 minus 1700?
Answer:",1949,170,,False
"Question: What is 1871 minus 3498?
Answer:",-1627,187,,False
"Question: What is 1680 minus 8727?
Answer:",-7047,100,,False
"Question: What is 3601 minus 5720?
Answer:",-2119,1,,False
"Question: What is 7080 minus 2783?
Answer:",4297,708,,False
"Question: What is 6851 minus 4016?
Answer:",2835,685,,False
"Question: What is 5142 minus 1459?
Answer:",3683,145,,False
"Question: What is 5112 minus 4335?
Answer:",777,511,,False
"Question: What is 6410 minus 5303?
Answer:",1107,64,,False
"Question: What is 9302 minus 1233?
Answer:",8069,23,,False
"Question: What is 7665 minus 4438?
Answer:",3227,766,,False
"Question: What is 5018 minus 990?
Answer:",4028,9,,False
"Question: What is 4453 minus 315?
Answer:",4138,800,,False
"Question: What is 8195 minus 3616?
Answer:",4579,361,,False
"Question: What is 6781 minus 3849?
Answer:",2932,678,,False
"Question: What is 4884 minus 2517?
Answer:",2367,488,,False
"Question: What is 2019 minus 1389?
Answer:",630,201,,False
"Question: What is 2048 minus 3662?
Answer:",-1614,1296,,False
"Question: What is 2505 minus 5613?
Answer:",-3108,250,,False
"Question: What is 4488 minus 8697?
Answer:",-4209,448,,False
"Question: What is 2851 minus 6209?
Answer:",-3358,285,,False
"Question: What is 9 minus 9067?
Answer:",-9058,9067,,False
"Question: What is 2698 minus 8511?
Answer:",-5813,1,,False
"Question: What is 9040 minus 5061?
Answer:",3979,904,,False
"Question: What is 8656 minus 3846?
Answer:",4810,9,,False
"Question: What is 1731 minus 532?
Answer:",1199,532,,False
"Question: What is 9419 minus 1531?
Answer:",7888,1531,,False
"Question: What is 592 minus 4262?
Answer:",-3670,4262,,False
"Question: What is 1281 minus 6475?
Answer:",-5194,128,,False
"Question: What is 2286 minus 755?
Answer:",1531,1988,,False
"Question: What is 3288 minus 691?
Answer:",2597,2491,,False
"Question: What is 5752 minus 9026?
Answer:",-3274,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,False
"Question: What is 6266 minus 503?
Answer:",5763,6266,,False
"Question: What is 9599 minus 8385?
Answer:",1214,959,,False
"Question: What is 1592 minus 1034?
Answer:",558,159,,False
"Question: What is 6198 minus 5798?
Answer:",400,1,,False
"Question: What is 2814 minus 4261?
Answer:",-1447,281,,False
"Question: What is 8800 minus 38?
Answer:",8762,8000,,False
"Question: What is 5916 minus 910?
Answer:",5006,910,,False
"Question: What is 6301 minus 8980?
Answer:",-2679,1,,False
"Question: What is 8846 minus 7655?
Answer:",1191,884,,False
"Question: What is 5191 minus 7373?
Answer:",-2182,1019,,False
"Question: What is 3143 minus 4294?
Answer:",-1151,2100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,False
"Question: What is 1432 minus 806?
Answer:",626,14,,False
"Question: What is 2485 minus 8591?
Answer:",-6106,2485,,False
