question,expected_answer,model_answer,question_type,correct
"Question: What is 25 times 23?
Answer:",575,663,,False
"Question: What is 42 times 14?
Answer:",588,568,,False
"Question: What is 90 times 7?
Answer:",630,630,,True
"Question: What is 7 times 50?
Answer:",350,350,,True
"Question: What is 40 times 12?
Answer:",480,400,,False
"Question: What is 50 times 2?
Answer:",100,100,,True
"Question: What is 49 times 22?
Answer:",1078,49,,False
"Question: What is 9 times 79?
Answer:",711,639,,False
"Question: What is 13 times 15?
Answer:",195,180,,False
"Question: What is 57 times 18?
Answer:",1026,9142857,,False
"Question: What is 2 times 29?
Answer:",58,59,,False
"Question: What is 15 times 37?
Answer:",555,545,,False
"Question: What is 32 times 56?
Answer:",1792,1520,,False
"Question: What is 5 times 49?
Answer:",245,214,,False
"Question: What is 31 times 63?
Answer:",1953,1836,,False
"Question: What is 85 times 33?
Answer:",2805,2520,,False
"Question: What is 0 times 45?
Answer:",0,0,,True
"Question: What is 96 times 57?
Answer:",5472,5280,,False
"Question: What is 86 times 37?
Answer:",3182,2588,,False
"Question: What is 49 times 48?
Answer:",2352,48,,False
"Question: What is 75 times 86?
Answer:",6450,500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,False
"Question: What is 63 times 79?
Answer:",4977,42890,,False
"Question: What is 95 times 47?
Answer:",4465,4700,,False
"Question: What is 49 times 81?
Answer:",3969,256000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,False
"Question: What is 20 times 81?
Answer:",1620,800,,False
"Question: What is 62 times 16?
Answer:",992,1080,,False
"Question: What is 95 times 54?
Answer:",5130,5400,,False
"Question: What is 65 times 66?
Answer:",4290,33360,,False
"Question: What is 35 times 31?
Answer:",1085,1000,,False
"Question: What is 38 times 59?
Answer:",2242,1898,,False
"Question: What is 12 times 91?
Answer:",1092,1200,,False
"Question: What is 89 times 27?
Answer:",2403,498,,False
"Question: What is 30 times 1?
Answer:",30,30,,True
"Question: What is 55 times 53?
Answer:",2915,3,,False
"Question: What is 37 times 24?
Answer:",888,1080,,False
"Question: What is 69 times 78?
Answer:",5382,44960,,False
"Question: What is 97 times 52?
Answer:",5044,53,,False
"Question: What is 97 times 47?
Answer:",4559,3947,,False
"Question: What is 96 times 82?
Answer:",7872,82082,,False
"Question: What is 15 times 79?
Answer:",1185,1115,,False
"Question: What is 51 times 83?
Answer:",4233,000,,False
"Question: What is 85 times 25?
Answer:",2125,1900,,False
"Question: What is 93 times 76?
Answer:",7068,7280,,False
"Question: What is 82 times 85?
Answer:",6970,7200,,False
"Question: What is 49 times 95?
Answer:",4655,4900,,False
"Question: What is 23 times 63?
Answer:",1449,420,,False
"Question: What is 2 times 59?
Answer:",118,125,,False
"Question: What is 51 times 11?
Answer:",561,5101,,False
"Question: What is 24 times 5?
Answer:",120,100,,False
"Question: What is 89 times 3?
Answer:",267,369,,False
"Question: What is 74 times 73?
Answer:",5402,4120,,False
"Question: What is 72 times 71?
Answer:",5112,4982,,False
"Question: What is 76 times 79?
Answer:",6004,000,,False
"Question: What is 59 times 27?
Answer:",1593,18925,,False
"Question: What is 41 times 72?
Answer:",2952,2160,,False
"Question: What is 44 times 96?
Answer:",4224,256000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,False
"Question: What is 98 times 67?
Answer:",6566,5988,,False
"Question: What is 92 times 31?
Answer:",2852,2982,,False
"Question: What is 86 times 96?
Answer:",8256,6,,False
"Question: What is 91 times 80?
Answer:",7280,7200,,False
"Question: What is 51 times 22?
Answer:",1122,1000,,False
"Question: What is 56 times 0?
Answer:",0,0,,True
"Question: What is 76 times 97?
Answer:",7372,625600,,False
"Question: What is 12 times 7?
Answer:",84,88,,False
"Question: What is 78 times 42?
Answer:",3276,288000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,False
"Question: What is 88 times 29?
Answer:",2552,648,,False
"Question: What is 81 times 17?
Answer:",1377,024,,False
"Question: What is 20 times 19?
Answer:",380,300,,False
"Question: What is 34 times 94?
Answer:",3196,2880,,False
"Question: What is 85 times 19?
Answer:",1615,850,,False
"Question: What is 93 times 27?
Answer:",2511,2689,,False
"Question: What is 51 times 38?
Answer:",1938,212000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,False
"Question: What is 4 times 51?
Answer:",204,2051,,False
"Question: What is 72 times 6?
Answer:",432,400,,False
"Question: What is 67 times 8?
Answer:",536,342,,False
"Question: What is 71 times 16?
Answer:",1136,1080,,False
"Question: What is 6 times 2?
Answer:",12,12,,True
"Question: What is 54 times 41?
Answer:",2214,41,,False
"Question: What is 45 times 49?
Answer:",2205,225,,False
"Question: What is 58 times 84?
Answer:",4872,384000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,False
"Question: What is 54 times 1?
Answer:",54,54,,True
"Question: What is 86 times 22?
Answer:",1892,21688,,False
"Question: What is 62 times 5?
Answer:",310,5,,False
"Question: What is 2 times 9?
Answer:",18,18,,True
"Question: What is 10 times 32?
Answer:",320,320,,True
"Question: What is 67 times 67?
Answer:",4489,39467,,False
"Question: What is 33 times 11?
Answer:",363,331,,False
"Question: What is 34 times 89?
Answer:",3026,2,,False
"Question: What is 59 times 88?
Answer:",5192,59,,False
