question,expected_answer,model_answer,question_type,correct
"Question: What is 9493 plus 9458?
Answer:",18951,9458,,False
"Question: What is 361 plus 9961?
Answer:",10322,36100,,False
"Question: What is 3222 plus 5899?
Answer:",9121,11111,,False
"Question: What is 3535 plus 3609?
Answer:",7144,10063,,False
"Question: What is 9373 plus 1592?
Answer:",10965,31,,False
"Question: What is 7504 plus 9307?
Answer:",16811,750,,False
"Question: What is 5252 plus 8832?
Answer:",14084,525,,False
"Question: What is 6450 plus 4227?
Answer:",10677,4227,,False
"Question: What is 2470 plus 7073?
Answer:",9543,7073,,False
"Question: What is 7142 plus 6397?
Answer:",13539,6397,,False
"Question: What is 7553 plus 4236?
Answer:",11789,4236,,False
"Question: What is 2692 plus 1304?
Answer:",3996,4096,,False
"Question: What is 4706 plus 2242?
Answer:",6948,2242,,False
"Question: What is 9864 plus 7068?
Answer:",16932,1,,False
"Question: What is 7069 plus 9484?
Answer:",16553,9484,,False
"Question: What is 6055 plus 1123?
Answer:",7178,7188,,False
"Question: What is 1908 plus 2296?
Answer:",4204,3296,,False
"Question: What is 9412 plus 296?
Answer:",9708,296,,False
"Question: What is 2544 plus 2633?
Answer:",5177,5977,,False
"Question: What is 879 plus 3776?
Answer:",4655,2665,,False
"Question: What is 207 plus 790?
Answer:",997,1070,,False
"Question: What is 3596 plus 5097?
Answer:",8693,5097,,False
"Question: What is 3535 plus 3755?
Answer:",7290,809,,False
"Question: What is 57 plus 1776?
Answer:",1833,10057,,False
"Question: What is 6739 plus 4864?
Answer:",11603,2,,False
"Question: What is 3931 plus 2302?
Answer:",6233,39,,False
"Question: What is 4943 plus 3291?
Answer:",8234,3291,,False
"Question: What is 9214 plus 2151?
Answer:",11365,2151,,False
"Question: What is 8778 plus 8453?
Answer:",17231,87780,,False
"Question: What is 3020 plus 5732?
Answer:",8752,5732,,False
"Question: What is 7561 plus 4612?
Answer:",12173,1000,,False
"Question: What is 7195 plus 9282?
Answer:",16477,9282,,False
"Question: What is 849 plus 5101?
Answer:",5950,5101,,False
"Question: What is 2227 plus 6997?
Answer:",9224,10241,,False
"Question: What is 5198 plus 427?
Answer:",5625,427,,False
"Question: What is 9393 plus 3749?
Answer:",13142,12049,,False
"Question: What is 4153 plus 2431?
Answer:",6584,2431,,False
"Question: What is 9904 plus 6306?
Answer:",16210,6306,,False
"Question: What is 7946 plus 5972?
Answer:",13918,7946,,False
"Question: What is 1299 plus 1893?
Answer:",3192,3121,,False
"Question: What is 176 plus 3529?
Answer:",3705,5009,,False
"Question: What is 2290 plus 3819?
Answer:",6109,7119,,False
"Question: What is 5188 plus 4052?
Answer:",9240,4052,,False
"Question: What is 9053 plus 2236?
Answer:",11289,2236,,False
"Question: What is 3501 plus 6976?
Answer:",10477,11410,,False
"Question: What is 3024 plus 9854?
Answer:",12878,9854,,False
"Question: What is 665 plus 8953?
Answer:",9618,8953,,False
"Question: What is 237 plus 2450?
Answer:",2687,23700,,False
"Question: What is 2644 plus 1296?
Answer:",3940,3912,,False
"Question: What is 813 plus 1317?
Answer:",2130,4,,False
"Question: What is 7553 plus 1649?
Answer:",9202,755,,False
"Question: What is 5795 plus 9126?
Answer:",14921,579,,False
"Question: What is 715 plus 7353?
Answer:",8068,71573,,False
"Question: What is 1965 plus 4807?
Answer:",6772,9712,,False
"Question: What is 3052 plus 5056?
Answer:",8108,10570,,False
"Question: What is 2635 plus 3399?
Answer:",6034,7023,,False
"Question: What is 4431 plus 7886?
Answer:",12317,7886,,False
"Question: What is 8392 plus 7368?
Answer:",15760,8392,,False
"Question: What is 2875 plus 441?
Answer:",3316,5286,,False
"Question: What is 7430 plus 471?
Answer:",7901,10171,,False
"Question: What is 4101 plus 2218?
Answer:",6319,8338,,False
"Question: What is 5320 plus 876?
Answer:",6196,1408,,False
"Question: What is 6544 plus 5181?
Answer:",11725,6,,False
"Question: What is 8218 plus 6046?
Answer:",14264,14420,,False
"Question: What is 8833 plus 5526?
Answer:",14359,00000000000000000000000000000000000000000000000000000000000000000,,False
"Question: What is 1897 plus 7152?
Answer:",9049,189,,False
"Question: What is 4821 plus 3056?
Answer:",7877,0,,False
"Question: What is 5693 plus 7165?
Answer:",12858,7165,,False
"Question: What is 3124 plus 2345?
Answer:",5469,31,,False
"Question: What is 3271 plus 5644?
Answer:",8915,05644,,False
"Question: What is 3366 plus 4869?
Answer:",8235,3,,False
"Question: What is 6093 plus 6769?
Answer:",12862,14769,,False
"Question: What is 3895 plus 5839?
Answer:",9734,5839,,False
"Question: What is 7411 plus 9941?
Answer:",17352,10101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010,,False
"Question: What is 3570 plus 5767?
Answer:",9337,5767,,False
"Question: What is 9100 plus 6573?
Answer:",15673,15873,,False
"Question: What is 5499 plus 6128?
Answer:",11627,6128,,False
"Question: What is 6985 plus 9866?
Answer:",16851,17858,,False
"Question: What is 8434 plus 613?
Answer:",9047,84,,False
"Question: What is 4425 plus 9623?
Answer:",14048,44250,,False
"Question: What is 9698 plus 244?
Answer:",9942,2,,False
"Question: What is 8063 plus 5211?
Answer:",13274,5211,,False
"Question: What is 2322 plus 6178?
Answer:",8500,10091,,False
"Question: What is 3599 plus 265?
Answer:",3864,4143,,False
"Question: What is 2735 plus 3152?
Answer:",5887,5987,,False
"Question: What is 3673 plus 1856?
Answer:",5529,5529,,True
"Question: What is 5447 plus 1364?
Answer:",6811,5447,,False
"Question: What is 2523 plus 2027?
Answer:",4550,3550,,False
"Question: What is 8402 plus 9706?
Answer:",18108,9706,,False
"Question: What is 9467 plus 6107?
Answer:",15574,5015,,False
"Question: What is 479 plus 5495?
Answer:",5974,22445,,False
"Question: What is 1498 plus 2227?
Answer:",3725,3615,,False
"Question: What is 1250 plus 4323?
Answer:",5573,1785,,False
"Question: What is 7725 plus 7274?
Answer:",14999,7725,,False
"Question: What is 8200 plus 988?
Answer:",9188,1818,,False
"Question: What is 9121 plus 9428?
Answer:",18549,9,,False
"Question: What is 9400 plus 9184?
Answer:",18584,94000,,False
"Question: What is 9063 plus 9886?
Answer:",18949,906,,False
"Question: What is 9183 plus 870?
Answer:",10053,11191,,False
"Question: What is 2248 plus 5403?
Answer:",7651,10052,,False
"Question: What is 9578 plus 4912?
Answer:",14490,14492,,False
"Question: What is 7655 plus 2009?
Answer:",9664,15,,False
"Question: What is 9701 plus 6145?
Answer:",15846,15815,,False
"Question: What is 3472 plus 5698?
Answer:",9170,10151,,False
"Question: What is 6955 plus 3445?
Answer:",10400,1,,False
"Question: What is 7710 plus 7056?
Answer:",14766,7710,,False
"Question: What is 1032 plus 7179?
Answer:",8211,10609,,False
"Question: What is 6848 plus 958?
Answer:",7806,1023,,False
"Question: What is 9814 plus 3052?
Answer:",12866,12356,,False
"Question: What is 7926 plus 215?
Answer:",8141,1005,,False
"Question: What is 2031 plus 3579?
Answer:",5610,7103,,False
"Question: What is 3574 plus 6604?
Answer:",10178,10112,,False
"Question: What is 7074 plus 7978?
Answer:",15052,6664,,False
"Question: What is 6204 plus 2521?
Answer:",8725,25,,False
