question,expected_answer,model_answer,question_type,correct
"Question: What is (1 * 5) + 9?
Answer:",14,10,,False
"Question: What is (4 * 7) * 9?
Answer:",252,270,,False
"Question: What is (5 + 2) * 5?
Answer:",35,10,,False
"Question: What is (5 * 7) * 4?
Answer:",140,100,,False
"Question: What is (6 - 5) + 7?
Answer:",8,17,,False
"Question: What is (3 - 6) * 3?
Answer:",-9,12,,False
"Question: What is (4 - 5) * 4?
Answer:",-4,20,,False
"Question: What is (9 + 4) - 3?
Answer:",10,3,,False
"Question: What is (7 + 4) + 7?
Answer:",18,15,,False
"Question: What is (5 * 7) * 1?
Answer:",35,25,,False
"Question: What is (7 - 5) + 5?
Answer:",7,10,,False
"Question: What is (1 * 4) * 8?
Answer:",32,120,,False
"Question: What is (7 * 1) - 3?
Answer:",4,3,,False
"Question: What is (9 + 7) - 8?
Answer:",8,4,,False
"Question: What is (2 + 7) + 7?
Answer:",16,10,,False
"Question: What is (9 * 6) - 5?
Answer:",49,6,,False
"Question: What is (5 + 8) - 1?
Answer:",12,9,,False
"Question: What is (7 - 6) + 6?
Answer:",7,10,,False
"Question: What is (1 * 1) * 4?
Answer:",4,12,,False
"Question: What is (7 * 1) * 3?
Answer:",21,36,,False
"Question: What is (5 * 3) + 8?
Answer:",23,18,,False
"Question: What is (4 - 5) * 3?
Answer:",-3,10,,False
"Question: What is (8 - 9) - 4?
Answer:",-5,12,,False
"Question: What is (1 - 7) * 8?
Answer:",-48,9,,False
"Question: What is (2 - 4) + 6?
Answer:",4,10,,False
"Question: What is (4 - 9) * 2?
Answer:",-10,2,,False
"Question: What is (4 - 1) - 2?
Answer:",1,2,,False
"Question: What is (4 * 8) - 9?
Answer:",23,3,,False
"Question: What is (7 - 9) - 1?
Answer:",-3,12,,False
"Question: What is (3 + 1) - 5?
Answer:",-1,1,,False
"Question: What is (4 + 1) * 6?
Answer:",30,24,,False
"Question: What is (7 * 4) + 8?
Answer:",36,21,,False
"Question: What is (5 - 3) * 5?
Answer:",10,10,,True
"Question: What is (5 - 9) * 4?
Answer:",-16,10,,False
"Question: What is (9 * 4) - 2?
Answer:",34,14,,False
"Question: What is (8 + 8) * 8?
Answer:",128,64,,False
"Question: What is (6 * 9) + 2?
Answer:",56,19,,False
"Question: What is (9 - 8) - 9?
Answer:",-8,12,,False
"Question: What is (6 + 9) * 3?
Answer:",45,18,,False
"Question: What is (3 * 4) * 6?
Answer:",72,120,,False
"Question: What is (9 - 9) * 6?
Answer:",0,18,,False
"Question: What is (9 - 1) * 3?
Answer:",24,10,,False
"Question: What is (5 + 3) - 6?
Answer:",2,5,,False
"Question: What is (4 + 7) + 9?
Answer:",20,224,,False
"Question: What is (9 * 2) * 1?
Answer:",18,2,,False
"Question: What is (7 + 1) + 3?
Answer:",11,10,,False
"Question: What is (6 * 1) * 4?
Answer:",24,24,,True
"Question: What is (8 * 8) - 5?
Answer:",59,13,,False
"Question: What is (8 + 1) + 4?
Answer:",13,24,,False
"Question: What is (8 + 5) * 5?
Answer:",65,25,,False
"Question: What is (4 * 3) - 8?
Answer:",4,8,,False
"Question: What is (1 + 9) + 3?
Answer:",13,27,,False
"Question: What is (8 + 2) - 8?
Answer:",2,12,,False
"Question: What is (8 * 7) - 8?
Answer:",48,12,,False
"Question: What is (4 - 7) * 2?
Answer:",-6,12,,False
"Question: What is (1 + 9) - 6?
Answer:",4,1,,False
"Question: What is (9 + 4) - 9?
Answer:",4,4,,True
"Question: What is (1 + 6) + 6?
Answer:",13,7,,False
"Question: What is (3 * 5) + 8?
Answer:",23,18,,False
"Question: What is (4 * 6) - 9?
Answer:",15,4,,False
"Question: What is (8 + 1) + 6?
Answer:",15,24,,False
"Question: What is (2 + 6) + 7?
Answer:",15,11,,False
"Question: What is (9 * 7) * 9?
Answer:",567,900,,False
"Question: What is (2 * 5) + 6?
Answer:",16,16,,True
"Question: What is (5 - 3) * 9?
Answer:",18,10,,False
"Question: What is (2 - 7) - 4?
Answer:",-9,12,,False
"Question: What is (5 - 1) * 9?
Answer:",36,50,,False
"Question: What is (9 - 8) + 5?
Answer:",6,15,,False
"Question: What is (7 - 7) - 9?
Answer:",-9,12,,False
"Question: What is (8 + 8) + 3?
Answer:",19,19,,True
"Question: What is (4 * 9) * 8?
Answer:",288,27,,False
"Question: What is (2 * 8) - 5?
Answer:",11,8,,False
"Question: What is (7 + 6) + 4?
Answer:",17,14,,False
"Question: What is (5 * 3) + 7?
Answer:",22,17,,False
"Question: What is (9 - 6) + 7?
Answer:",10,17,,False
"Question: What is (8 * 8) - 8?
Answer:",56,12,,False
"Question: What is (8 + 9) * 1?
Answer:",17,16,,False
"Question: What is (6 + 2) * 2?
Answer:",16,12,,False
"Question: What is (5 - 8) * 3?
Answer:",-9,10,,False
"Question: What is (1 - 2) - 1?
Answer:",-2,0,,False
"Question: What is (5 * 9) + 2?
Answer:",47,17,,False
"Question: What is (2 * 9) - 1?
Answer:",17,1,,False
"Question: What is (9 * 7) + 7?
Answer:",70,25,,False
"Question: What is (7 - 4) + 4?
Answer:",7,10,,False
"Question: What is (7 + 9) + 6?
Answer:",22,27,,False
"Question: What is (8 + 9) + 8?
Answer:",25,25,,True
"Question: What is (3 - 5) - 9?
Answer:",-11,12,,False
"Question: What is (2 + 5) * 1?
Answer:",7,2,,False
"Question: What is (3 + 8) + 7?
Answer:",18,14,,False
"Question: What is (4 * 7) * 4?
Answer:",112,212,,False
"Question: What is (4 - 9) * 6?
Answer:",-30,12,,False
"Question: What is (7 + 4) - 3?
Answer:",8,3,,False
"Question: What is (4 * 5) * 1?
Answer:",20,20,,True
"Question: What is (6 * 3) * 1?
Answer:",18,36,,False
"Question: What is (6 * 5) * 3?
Answer:",90,75,,False
"Question: What is (3 * 4) + 9?
Answer:",21,13,,False
"Question: What is (8 - 2) - 1?
Answer:",5,1,,False
"Question: What is (4 + 9) * 1?
Answer:",13,12,,False
"Question: What is (6 * 5) - 2?
Answer:",28,8,,False
"Question: What is (1 * 9) + 6?
Answer:",15,10,,False
"Question: What is (7 - 2) * 8?
Answer:",40,16,,False
"Question: What is (1 * 4) + 1?
Answer:",5,2,,False
"Question: What is (8 + 7) * 7?
Answer:",105,54,,False
"Question: What is (6 - 4) - 6?
Answer:",-4,10,,False
"Question: What is (3 - 3) + 7?
Answer:",7,10,,False
"Question: What is (9 * 1) - 2?
Answer:",7,2,,False
"Question: What is (8 + 6) + 4?
Answer:",18,12,,False
"Question: What is (8 - 1) + 6?
Answer:",13,16,,False
"Question: What is (6 + 3) - 8?
Answer:",1,6,,False
"Question: What is (6 * 7) - 2?
Answer:",40,10,,False
"Question: What is (2 - 1) + 4?
Answer:",5,10,,False
"Question: What is (7 * 5) + 6?
Answer:",41,21,,False
"Question: What is (4 * 7) * 7?
Answer:",196,2147483648,,False
"Question: What is (1 * 5) * 7?
Answer:",35,15,,False
"Question: What is (9 + 9) * 2?
Answer:",36,18,,False
"Question: What is (7 + 1) + 5?
Answer:",13,10,,False
"Question: What is (3 - 1) - 9?
Answer:",-7,12,,False
"Question: What is (5 - 6) - 2?
Answer:",-3,10,,False
"Question: What is (8 - 1) * 4?
Answer:",28,16,,False
"Question: What is (3 - 8) + 6?
Answer:",1,10,,False
"Question: What is (9 - 3) + 7?
Answer:",13,7,,False
"Question: What is (8 - 9) - 1?
Answer:",-2,12,,False
"Question: What is (7 - 6) * 7?
Answer:",7,15,,False
"Question: What is (5 * 2) * 7?
Answer:",70,120,,False
"Question: What is (4 * 1) - 8?
Answer:",-4,8,,False
"Question: What is (8 + 8) + 8?
Answer:",24,16,,False
"Question: What is (7 * 8) - 1?
Answer:",55,11,,False
"Question: What is (1 * 6) - 5?
Answer:",1,1,,True
"Question: What is (6 - 4) * 8?
Answer:",16,12,,False
"Question: What is (1 * 6) * 3?
Answer:",18,120,,False
"Question: What is (3 - 2) - 9?
Answer:",-8,12,,False
"Question: What is (3 + 6) - 1?
Answer:",8,9,,False
"Question: What is (9 * 3) * 9?
Answer:",243,39,,False
"Question: What is (6 - 7) * 5?
Answer:",-5,15,,False
"Question: What is (6 - 5) + 9?
Answer:",10,10,,True
"Question: What is (6 * 5) + 7?
Answer:",37,22,,False
"Question: What is (3 * 8) - 1?
Answer:",23,11,,False
"Question: What is (9 * 9) - 3?
Answer:",78,17,,False
"Question: What is (3 * 6) + 2?
Answer:",20,12,,False
"Question: What is (2 - 2) - 9?
Answer:",-9,1,,False
"Question: What is (9 + 9) * 4?
Answer:",72,36,,False
"Question: What is (4 * 4) * 4?
Answer:",64,16,,False
"Question: What is (9 - 2) * 9?
Answer:",63,81,,False
"Question: What is (2 * 2) * 7?
Answer:",28,81,,False
"Question: What is (1 * 6) - 7?
Answer:",-1,1,,False
"Question: What is (5 - 4) * 8?
Answer:",8,12,,False
"Question: What is (5 * 2) - 1?
Answer:",9,9,,True
"Question: What is (1 + 6) + 8?
Answer:",15,25,,False
"Question: What is (9 - 4) + 9?
Answer:",14,10,,False
"Question: What is (9 + 5) - 6?
Answer:",8,5,,False
"Question: What is (5 - 4) * 3?
Answer:",3,10,,False
"Question: What is (7 * 5) + 3?
Answer:",38,18,,False
"Question: What is (7 * 2) * 5?
Answer:",70,150,,False
"Question: What is (5 * 1) * 8?
Answer:",40,50,,False
"Question: What is (7 * 2) * 4?
Answer:",56,24,,False
"Question: What is (1 + 7) + 4?
Answer:",12,21,,False
"Question: What is (2 + 6) + 4?
Answer:",12,10,,False
"Question: What is (4 + 8) + 2?
Answer:",14,2,,False
"Question: What is (8 * 9) * 9?
Answer:",648,810,,False
"Question: What is (7 + 1) + 8?
Answer:",16,12,,False
"Question: What is (4 + 2) + 2?
Answer:",8,2,,False
"Question: What is (7 - 4) * 2?
Answer:",6,12,,False
"Question: What is (4 - 2) + 8?
Answer:",10,12,,False
"Question: What is (3 * 5) - 8?
Answer:",7,2,,False
"Question: What is (1 - 5) - 3?
Answer:",-7,1,,False
"Question: What is (9 - 5) * 1?
Answer:",4,4,,True
